sampleId	population	group	froh_genome	n_roh_genome	het_rate_chr22	rare_burden_chr22	rare_missense_chr22	stat_pc1	stat_pc2	stat_pc3	umap1	umap2	drift_inbreeding_score	functional_burden_score	diversity_score
HG01514	UNKNOWN		0.008832	18	0.032528	1490	14	-1.3878	-0.0915	-0.1421	11.0138	4.6391	0.5059	-0.7408	-0.4684
HG01515	IBS	European	0.014354	29	0.031798	1204	19	-1.8483	0.9517	0.3301	8.0407	3.7962	0.9711	-0.4761	-0.7723
HG01516	IBS	European	0.014602	25	0.031519	1600	26	-1.2189	1.0004	0.8772	7.6793	5.2668	0.9187	0.1114	-0.8077
HG01517	UNKNOWN		0.01043	25	0.033961	1540	22	-1.115	0.7236	0.335	7.9453	5.2759	0.6011	-0.179	-0.4108
HG01518	IBS	European	0.01257	22	0.03266	1259	16	-1.6063	0.3811	0.0251	9.1684	4.0753	0.7069	-0.6667	-0.6187
HG01519	IBS	European	0.011373	26	0.033648	1259	12	-1.8228	0.4762	-0.4149	9.6639	3.272	0.6762	-0.9408	-0.4793
HG01520	UNKNOWN		0.010524	22	0.033061	1254	12	-1.7207	0.1609	-0.337	10.1107	3.3998	0.6075	-0.9421	-0.4945
HG01521	IBS	European	0.013372	23	0.032697	1685	18	-1.3696	0.6385	0.0991	8.7647	4.3201	0.7522	-0.4135	-0.6501
HG01522	IBS	European	0.018077	29	0.036034	1376	25	-1.1657	1.5393	0.3729	7.088	4.5067	0.8	-0.0181	-0.5584
HG01523	UNKNOWN		0.009711	20	0.032434	1588	16	-1.3446	0.1562	0.0021	9.8403	5.0927	0.5834	-0.577	-0.5149
HG01524	IBS	European	0.010083	18	0.034942	1426	34	-0.2248	0.6406	1.2853	7.3533	6.7498	0.3782	0.6121	-0.3088
HG01525	IBS	European	0.008937	21	0.035126	1318	11	-1.4757	0.0719	-0.6218	10.5385	3.9286	0.3861	-0.9932	-0.243
HG01526	UNKNOWN		0.006354	11	0.037596	1357	14	-0.6679	-0.4946	-0.5678	12.2307	7.895	-0.0803	-0.777	0.0877
HG01527	IBS	European	0.007397	15	0.033363	1485	14	-1.173	-0.3257	-0.2042	11.4567	5.3719	0.3365	-0.7421	-0.3324
HG01528	IBS	European	0.013551	21	0.033449	1351	22	-1.182	0.6012	0.4285	8.0491	5.3268	0.6647	-0.2305	-0.5912
HG01529	UNKNOWN		0.006527	13	0.032508	1421	16	-1.0915	-0.4854	0.0672	11.59	6.5823	0.3264	-0.6225	-0.3703
HG01530	IBS	European	0.005962	13	0.034995	1353	20	-0.6756	-0.3214	0.1721	9.8125	7.9031	0.1307	-0.367	-0.1257
HG01531	IBS	European	0.024938	23	0.03707	1331	19	-1.3424	1.4267	-0.2084	6.8813	4.2102	0.8432	-0.4415	-0.7638
HG01532	UNKNOWN		0.009596	17	0.03604	1251	16	-1.0475	0.033	-0.2686	10.2761	5.7577	0.2634	-0.6689	-0.1906
HG01536	IBS	European	0.008023	15	0.036861	1381	13	-0.9551	-0.2074	-0.6067	11.9497	5.5438	0.1104	-0.839	-0.0498
HG01537	IBS	European	0.005067	11	0.0328	1213	22	-0.7529	-0.5498	0.5873	10.1497	8.4723	0.2148	-0.2681	-0.2813
HG01538	UNKNOWN		0.005793	14	0.032951	1239	19	-0.9981	-0.4017	0.3045	11.0075	6.6275	0.2898	-0.4666	-0.2993
HG01550	CLM	American	0.000948	2	0.03504	1252	12	-0.6112	-1.531	-0.4101	14.3179	9.96	-0.2684	-0.9427	0.0955
HG01551	CLM	American	0.004877	9	0.043425	2680	21	0.915	0.0064	-0.7895	1.5755	9.6548	-0.5848	0.0633	0.6678
HG01552	UNKNOWN		0.004877	9	0.039154	2224	12	-0.1344	-0.5152	-1.0342	12.1448	8.2428	-0.2823	-0.6777	0.2896
HG01556	CLM	American	0.004877	9	0.041765	2025	23	0.5701	-0.1383	-0.3399	10.4252	9.6635	-0.4672	0.0218	0.5208
HG01565	PEL	American	0.015134	33	0.029209	779	10	-2.8837	0.7886	-0.1031	8.2986	3.2842	1.2623	-1.2087	-1.0353
HG01566	PEL	American	0.022365	30	0.033128	1104	18	-2.0438	1.4753	0.1093	7.3831	3.4217	1.1746	-0.5719	-1.0014
HG01567	UNKNOWN		0.019869	33	0.035805	1112	9	-2.281	1.3554	-0.8999	7.7284	2.9614	0.9591	-1.1864	-0.6563
HG01571	PEL	American	0.0249	41	0.032748	966	13	-2.832	2.1002	-0.2974	6.8542	2.6331	1.5115	-0.9521	-1.1449
HG01572	PEL	American	0.029226	59	0.032023	1036	12	-3.6482	3.4008	-0.4162	6.3369	2.3134	2.0763	-1.0016	-1.3964
HG01573	UNKNOWN		0.019344	40	0.033611	1067	9	-2.7375	1.6568	-0.709	6.9653	2.6376	1.2377	-1.1987	-0.8278
HG01577	PEL	American	0.0088	18	0.036844	1399	12	-1.1213	-0.0063	-0.7068	10.3678	4.9259	0.199	-0.9026	-0.0849
HG01578	PEL	American	0.010752	23	0.032363	983	15	-1.7967	0.2377	0.0245	9.848	3.5178	0.6851	-0.8105	-0.5663
HG01579	UNKNOWN		0.009964	20	0.030993	1026	11	-1.9821	-0.1493	-0.1662	10.5616	3.5305	0.6943	-1.0728	-0.6534
HG01583	PJL	South_Asian	0.005974	11	0.034446	1423	32	-0.0304	-0.0993	1.212	8.2068	9.6131	0.1296	0.4743	-0.1748
HG01586	PJL	South_Asian	0.006199	13	0.03853	1242	10	-0.8956	-0.4874	-0.9749	12.3607	6.7469	-0.1115	-1.0824	0.1771
HG01589	PJL	South_Asian	0.03901	29	0.01769	1106	23	-3.6075	1.933	1.9666	5.5436	3.6048	2.8249	-0.2288	-3.0895
HG01593	PJL	South_Asian	0.039816	28	0.02914	1200	15	-2.8735	2.1429	0.1844	5.5689	3.7262	2.0214	-0.7513	-2.1104
HG01595	KHV	East_Asian	0.010862	25	0.031101	1281	23	-1.4582	0.6134	0.7415	8.0161	5.0301	0.8187	-0.1811	-0.6828
HG01596	KHV	East_Asian	0.009283	20	0.03166	1295	18	-1.4365	0.0976	0.2987	9.4056	5.2142	0.6234	-0.5198	-0.5648
HG01597	KHV	East_Asian	0.005204	12	0.030272	1321	36	-0.2845	-0.1476	1.9626	7.8608	8.7958	0.4188	0.7206	-0.5111
HG01598	KHV	East_Asian	0.006465	15	0.032323	1277	10	-1.5388	-0.5798	-0.392	12.6112	4.9095	0.3778	-1.0729	-0.3841
HG01599	KHV	East_Asian	0.010392	20	0.028696	1313	17	-1.7832	0.0234	0.4955	9.8623	4.8029	0.8718	-0.5835	-0.8753
HG01600	KHV	East_Asian	0.005072	9	0.029689	1236	12	-1.4627	-1.0754	0.0661	16.4641	9.6318	0.395	-0.947	-0.557
HG01601	UNKNOWN		0.008965	18	0.033426	1257	14	-1.4093	-0.0992	-0.1851	10.8444	4.7562	0.4469	-0.8043	-0.3947
HG01602	IBS	European	0.021059	24	0.036112	1432	22	-1.1805	1.3357	0.1201	6.9656	4.58	0.7968	-0.2084	-0.6807
HG01603	IBS	European	0.006475	13	0.035442	1444	18	-0.7053	-0.3135	-0.0551	10.6902	7.5975	0.1168	-0.4792	-0.1083
HG01604	UNKNOWN		0.007568	15	0.033738	1470	12	-1.2479	-0.3628	-0.4033	12.1016	4.8977	0.3158	-0.8832	-0.3066
HG01605	IBS	European	0.006143	12	0.035585	1183	9	-1.2117	-0.7052	-0.7575	13.101	7.0515	0.075	-1.167	-0.0813
HG01606	IBS	European	0.005407	12	0.035386	1512	20	-0.5208	-0.3653	0.1103	10.0047	8.1029	0.0636	-0.3237	-0.067
HG01607	IBS	European	0.008428	17	0.033323	1307	12	-1.4488	-0.2424	-0.3438	11.3872	4.4768	0.4154	-0.9277	-0.3805
HG01608	IBS	European	0.005801	14	0.03509	1325	13	-1.058	-0.4758	-0.414	11.8575	5.49	0.1386	-0.8543	-0.1103
HG01609	UNKNOWN		0.007025	16	0.034477	1270	11	-1.3381	-0.377	-0.5221	11.9829	4.4338	0.2649	-1.0063	-0.2176
HG01610	IBS	European	0.021518	19	0.034281	1176	32	-0.8051	1.225	1.1922	7.0862	5.8517	0.8415	0.407	-0.8627
HG01611	UNKNOWN		0.003724	9	0.035323	1226	9	-1.0551	-1.0278	-0.7197	13.8681	8.0461	-0.0509	-1.1553	0.0003
HG01612	IBS	European	0.008871	19	0.033498	1427	26	-0.7635	0.3439	0.7629	7.7317	6.8677	0.4588	0.0643	-0.3843
HG01613	IBS	European	0.01131	16	0.032354	1363	10	-1.6488	-0.2197	-0.4304	11.5369	4.2588	0.5637	-1.0494	-0.5912
HG01614	UNKNOWN		0.013706	19	0.036355	1385	14	-1.2263	0.3742	-0.5109	9.4768	4.5382	0.4239	-0.7694	-0.3407
HG01615	IBS	European	0.020634	17	0.034578	1286	14	-1.5331	0.564	-0.3327	8.4187	4.2068	0.7494	-0.7964	-0.7981
HG01616	UNKNOWN		0.008297	15	0.034626	1333	22	-0.7451	-0.0254	0.3608	8.9773	7.3552	0.2782	-0.2354	-0.2595
HG01617	IBS	European	0.008684	19	0.033891	1223	23	-0.9611	0.2174	0.5163	8.1697	6.7274	0.4244	-0.1969	-0.3413
HG01618	IBS	European	0.008726	18	0.034201	1380	23	-0.8291	0.2044	0.4609	8.3932	6.8497	0.3837	-0.1541	-0.3157
HG01619	IBS	European	0.00839	18	0.03299	1253	24	-0.9409	0.1409	0.6855	8.0894	6.8199	0.4579	-0.1202	-0.4084
HG01620	IBS	European	0.008986	21	0.034542	1254	19	-1.162	0.2714	0.1073	8.7288	5.392	0.4291	-0.4625	-0.2967
HG01621	UNKNOWN		0.006698	15	0.031167	1150	18	-1.311	-0.4049	0.4038	11.3809	5.9885	0.4678	-0.5594	-0.4966
HG01622	UNKNOWN		0.007946	16	0.035716	1635	20	-0.6356	0.0628	0.0298	9.3506	7.1169	0.209	-0.2901	-0.1478
HG01623	IBS	European	0.006718	13	0.034598	1411	16	-0.9044	-0.3968	-0.1332	11.0838	7.0108	0.1851	-0.6253	-0.1936
HG01624	IBS	European	0.003886	9	0.033811	1739	37	0.4174	-0.1528	1.6417	8.0856	9.8829	0.0619	0.903	-0.1406
HG01625	IBS	European	0.007669	16	0.034317	1262	11	-1.3721	-0.3477	-0.5071	11.9647	4.4813	0.2985	-1.0085	-0.2597
HG01626	IBS	European	0.003925	9	0.034299	1235	15	-0.8537	-0.8788	-0.1275	13.1616	7.6197	0.0286	-0.7418	-0.0991
HG01627	UNKNOWN		0.004338	10	0.034934	1204	12	-1.0017	-0.864	-0.4364	13.4786	7.617	0.0182	-0.9558	-0.0608
HG01628	IBS	European	0.013931	17	0.03574	2064	25	-0.3738	0.7069	0.3367	8.3269	6.9264	0.4348	0.1694	-0.4048
HG01629	UNKNOWN		0.009846	13	0.037818	1890	23	-0.118	0.2122	0.034	9.0264	7.6495	0.0654	-0.015	-0.044
HG01630	IBS	European	0.006099	13	0.034768	1327	23	-0.5625	-0.2404	0.4463	9.207	8.0097	0.1515	-0.1685	-0.1517
HG01631	IBS	European	0.00636	12	0.035371	1335	11	-1.0706	-0.6103	-0.601	12.9213	7.0341	0.0977	-0.9886	-0.1096
HG01632	IBS	European	0.009385	14	0.031761	1171	17	-1.3253	-0.3123	0.2562	10.7867	5.8704	0.4986	-0.6222	-0.5603
HG01633	UNKNOWN		0.00595	12	0.035215	1297	11	-1.0921	-0.648	-0.5776	13.0462	6.971	0.0945	-0.9989	-0.1056
HG01667	UNKNOWN		0.005981	10	0.033269	1335	13	-1.0899	-0.7755	-0.2228	13.4579	7.0514	0.1931	-0.8515	-0.2794
HG01668	IBS	European	0.004972	10	0.036181	1291	27	-0.1155	-0.3252	0.6639	8.9033	10.2396	-0.0482	0.0957	0.0222
HG01669	IBS	European	0.003513	8	0.038412	1426	12	-0.4881	-0.8531	-0.8029	12.8882	8.3431	-0.2972	-0.8952	0.2829
HG01670	IBS	European	0.006002	8	0.035643	1404	19	-0.4692	-0.6161	0.0393	11.9749	9.1101	-0.0148	-0.4216	-0.07
HG01671	UNKNOWN		0.003085	7	0.034269	1358	11	-0.9116	-1.14	-0.4669	14.7232	8.8576	-0.0387	-0.9823	-0.0653
HG01672	IBS	European	0.005549	10	0.03588	1444	23	-0.2892	-0.387	0.3318	9.6013	9.6707	-0.0068	-0.1366	-0.0295
HG01673	IBS	European	0.003431	8	0.034528	1296	24	-0.3112	-0.6847	0.5882	9.5882	9.9934	-0.0249	-0.1085	-0.0574
HG01674	UNKNOWN		0.001238	3	0.034014	1278	15	-0.5886	-1.4	-0.0734	13.9594	10.7972	-0.1654	-0.73	-0.0079
HG01675	IBS	European	0.003991	9	0.035559	1289	18	-0.5641	-0.7283	-0.0117	12.1197	9.0835	-0.0583	-0.5215	0.0096
HG01676	IBS	European	0.003	6	0.037136	1231	10	-0.7114	-1.1524	-0.7976	13.7387	8.9072	-0.2649	-1.0854	0.1922
HG01677	UNKNOWN		0.002157	4	0.035448	1172	12	-0.7067	-1.3413	-0.4468	14.1187	9.621	-0.215	-0.9645	0.0792
HG01678	IBS	European	0.000504	1	0.033879	1228	12	-0.6854	-1.6667	-0.2876	14.8939	10.2456	-0.2217	-0.9492	0.0119
HG01679	IBS	European	0.010217	13	0.032295	1156	21	-1.0681	-0.1916	0.5399	9.8417	7.0965	0.4695	-0.3522	-0.5491
HG01680	IBS	European	0.0066	6	0.034473	1456	29	-0.0037	-0.4457	0.9756	9.0666	10.7458	0.0484	0.2777	-0.1995
HG01681	UNKNOWN		0.001587	4	0.035583	1302	13	-0.5734	-1.3123	-0.4001	13.9682	9.7224	-0.2442	-0.8605	0.1158
HG01682	IBS	European	0.003222	8	0.033727	1246	24	-0.4035	-0.738	0.6757	9.6411	9.7148	0.0247	-0.1221	-0.1193
HG01683	UNKNOWN		0.004673	7	0.035978	1201	17	-0.56	-0.8422	-0.1113	12.4683	9.3703	-0.1048	-0.614	0.0172
HG01684	IBS	European	0.002745	6	0.033891	1283	27	-0.1416	-0.7856	0.911	9.2623	10.9879	-0.0439	0.0935	-0.0841
HG01685	IBS	European	0.002264	4	0.036376	1906	24	0.2979	-0.7945	0.3156	10.0239	11.3022	-0.277	0.0578	0.1567
HG01686	IBS	European	0.0021	5	0.034548	1310	17	-0.5151	-1.1435	0.0228	13.2994	10.4893	-0.133	-0.5843	0.002
HG01687	UNKNOWN		0.002295	5	0.037323	1926	22	0.2606	-0.7498	0.0506	10.5417	10.9348	-0.3228	-0.0737	0.2393
HG01694	IBS	European	0.007749	6	0.035416	1470	29	0.0635	-0.3405	0.8784	9.0304	10.7191	0.0214	0.2816	-0.1658
HG01695	IBS	European	0.001688	3	0.03606	1562	7	-0.68	-1.468	-0.987	14.4002	9.1971	-0.2948	-1.2007	0.1537
HG01696	UNKNOWN		0.000728	2	0.035414	1541	8	-0.6425	-1.5842	-0.8307	14.4303	9.3501	-0.3025	-1.138	0.1381
HG01697	IBS	European	0.0055	6	0.033585	1350	25	-0.3063	-0.682	0.7543	9.518	10.5873	0.0732	-0.0252	-0.2305
HG01698	UNKNOWN		0.000944	2	0.033725	1285	12	-0.7201	-1.5744	-0.2893	14.9205	10.19	-0.1753	-0.9337	-0.0208
HG01699	IBS	European	0.001229	3	0.034942	1333	10	-0.7257	-1.4987	-0.5864	14.5702	9.4946	-0.2315	-1.0576	0.0746
HG01700	IBS	European	0.004877	9	0.033948	1582	27	-0.1599	-0.4144	0.8291	8.8013	9.8844	0.0865	0.1751	-0.1714
HG01701	UNKNOWN		0.001373	3	0.033808	1185	19	-0.4533	-1.3035	0.2942	12.5406	12.1725	-0.1461	-0.4813	-0.0321
HG01702	IBS	European	0.001959	4	0.034346	1146	21	-0.3693	-1.1386	0.4086	11.9607	12.0657	-0.1437	-0.3549	-0.0098
HG01703	UNKNOWN		0.000794	2	0.034953	1474	17	-0.2693	-1.3506	-0.0302	13.0043	11.2846	-0.2675	-0.5396	0.0944
HG01704	IBS	European	0.001345	3	0.037014	1410	20	-0.0028	-1.1059	0.0247	11.5699	11.5151	-0.3742	-0.3515	0.2531
HG01705	IBS	European	0.000991	2	0.034087	1427	15	-0.4755	-1.4404	-0.1034	13.9048	10.9188	-0.1993	-0.6894	0.0092
HG01706	UNKNOWN		0.000764	2	0.037416	1411	12	-0.3138	-1.4172	-0.669	13.579	9.7267	-0.443	-0.8993	0.3138
HG01707	IBS	European	0.002291	4	0.034279	1391	17	-0.4745	-1.1861	0.0372	13.2818	10.9467	-0.1275	-0.5622	-0.0301
HG01708	IBS	European	0.000412	1	0.035179	1334	19	-0.1664	-1.3964	0.1454	12.5887	11.8378	-0.3169	-0.4407	0.131
HG01709	IBS	European	0.001563	3	0.035678	1374	25	0.0993	-1.0066	0.5729	10.3444	12.0263	-0.272	-0.0187	0.1253
HG01710	IBS	European	0.000395	1	0.032311	1216	12	-0.8353	-1.7354	-0.1336	15.4732	10.7224	-0.1144	-0.9525	-0.1223
HG01711	UNKNOWN		0.004877	9	0.034046	1189	13	-1.0201	-0.9015	-0.2624	13.5382	7.4112	0.0796	-0.8913	-0.1628
HG01746	IBS	European	0.00168	4	0.035894	1417	12	-0.5455	-1.2996	-0.5348	13.7767	9.5853	-0.2631	-0.8977	0.1393
HG01747	IBS	European	0.000942	2	0.03666	1384	8	-0.5998	-1.5578	-0.9218	14.3357	9.3388	-0.3833	-1.1808	0.2392
HG01748	UNKNOWN		0.001557	4	0.035344	1308	7	-0.8908	-1.4963	-0.8737	14.4099	9.1501	-0.2284	-1.27	0.096
HG01755	UNKNOWN		0.00306	5	0.033438	1294	12	-0.898	-1.2791	-0.2831	14.9192	9.6693	-0.0211	-0.9312	-0.1378
HG01756	IBS	European	0.000389	1	0.03486	1309	12	-0.5549	-1.6187	-0.3973	14.5587	9.9986	-0.2951	-0.9271	0.1037
HG01757	IBS	European	0.001182	3	0.034498	1294	18	-0.3856	-1.2941	0.1248	12.7546	11.8074	-0.2016	-0.5201	0.0373
HG01761	IBS	European	0.001494	3	0.033782	1236	23	-0.2372	-1.1704	0.6171	11.1563	12.5558	-0.1401	-0.1933	-0.0396
HG01762	IBS	European	0.001126	2	0.034483	1314	25	0.006	-1.1508	0.7054	10.5086	12.3622	-0.2227	-0.035	0.0384
HG01763	UNKNOWN		0.004877	9	0.033049	1233	13	-1.0943	-0.9301	-0.1745	13.5846	7.1875	0.1503	-0.8793	-0.2511
HG01765	IBS	European	0.003452	4	0.033943	1307	25	-0.1731	-0.9172	0.7429	10.5767	12.3721	-0.0635	-0.037	-0.1101
HG01766	IBS	European	0.008258	7	0.034075	1470	26	-0.2586	-0.3887	0.7541	9.2874	10.3495	0.1543	0.076	-0.3066
HG01767	IBS	European	0.000774	2	0.033838	1244	19	-0.3753	-1.3851	0.2863	12.7217	12.2291	-0.1892	-0.4652	-0.0034
HG01768	IBS	European	0.0017	3	0.033376	1270	13	-0.7626	-1.4574	-0.1769	14.8346	10.3413	-0.1042	-0.8693	-0.0845
HG01770	IBS	European	0.000357	1	0.03235	1431	24	-0.1393	-1.3414	0.8133	11.8052	13.1788	-0.1184	-0.0717	-0.1172
HG01771	IBS	European	0.000784	2	0.035236	1507	19	-0.1285	-1.2752	0.1015	12.6191	11.7718	-0.2879	-0.3935	0.1199
HG01772	UNKNOWN		0.00255	5	0.033628	1278	12	-0.875	-1.3047	-0.2967	14.8841	9.6117	-0.0522	-0.9356	-0.099
HG01773	IBS	European	0.004877	9	0.035209	1320	22	-0.4056	-0.5676	0.3439	9.6139	9.7131	-0.0028	-0.239	-0.0598
HG01774	UNKNOWN		0.004877	9	0.037429	1422	14	-0.5501	-0.6938	-0.5506	12.6026	8.3453	-0.16	-0.7593	0.1368
HG01775	IBS	European	0.000895	2	0.034828	1410	15	-0.4111	-1.4213	-0.1715	13.729	10.8529	-0.2551	-0.694	0.0789
HG01776	IBS	European	0.000421	1	0.037802	1177	17	-0.089	-1.3875	-0.2434	12.4636	10.8979	-0.5024	-0.6205	0.3628
HG01777	IBS	European	0.001843	4	0.034764	1264	15	-0.5736	-1.2787	-0.1494	13.7113	10.4756	-0.1774	-0.7339	0.0323
HG01778	UNKNOWN		0.00089	2	0.034764	1150	13	-0.631	-1.5376	-0.2813	14.1922	10.2659	-0.2508	-0.902	0.0735
HG01779	IBS	European	0.001394	3	0.036803	1787	19	0.0926	-1.0599	-0.1091	11.4095	11.0545	-0.3576	-0.3172	0.2323
HG01780	UNKNOWN		0.002943	6	0.033517	1315	10	-1.0127	-1.2758	-0.4639	15.0545	9.2502	-0.0106	-1.0625	-0.1258
HG01781	IBS	European	0.002961	7	0.034749	1198	18	-0.586	-0.9595	0.0957	12.4556	9.7211	-0.077	-0.5463	-0.0175
HG01782	UNKNOWN		0.000464	1	0.032868	1267	11	-0.8119	-1.7283	-0.2799	15.3307	10.4351	-0.1514	-1.0071	-0.0759
HG01783	IBS	European	0.001651	3	0.03452	1615	19	-0.2037	-1.1687	0.1431	12.7302	11.6292	-0.1869	-0.3641	0.0189
HG01784	IBS	European	0.00957	5	0.037449	1314	12	-0.6685	-0.746	-0.6938	13.2105	8.6284	-0.0797	-0.9258	-0.0646
HG01785	IBS	European	0.001706	4	0.034065	1185	20	-0.4221	-1.1847	0.3465	12.1533	12.0485	-0.1326	-0.4128	-0.0237
HG01786	IBS	European	0.000426	1	0.038168	1220	12	-0.2845	-1.5094	-0.6999	13.6299	9.6474	-0.5282	-0.9514	0.395
HG01789	GBR	European	0.002499	5	0.035379	1079	18	-0.4987	-1.1089	0.0677	12.6514	10.0023	-0.178	-0.5787	0.0583
HG01790	GBR	European	0.002673	6	0.035133	1095	17	-0.6034	-1.0732	0.0008	12.7834	9.9391	-0.1344	-0.6429	0.029
HG01791	GBR	European	0.00091	2	0.034365	1137	16	-0.5254	-1.4672	0.0074	13.9068	11.0121	-0.2219	-0.7	0.0374
HG01794	CDX	East_Asian	0.011867	22	0.031429	1292	9	-2.0385	0.0972	-0.4385	10.2665	3.2476	0.7697	-1.1373	-0.6972
HG01795	CDX	East_Asian	0.0092	19	0.03127	1479	12	-1.6537	-0.1179	-0.1894	10.7837	4.1983	0.6279	-0.8808	-0.5958
HG01796	CDX	East_Asian	0.008638	16	0.030908	1556	21	-1.0886	-0.0683	0.5895	8.9637	6.2804	0.5736	-0.2431	-0.6035
HG01797	CDX	East_Asian	0.015657	20	0.033505	1312	8	-1.9058	0.2489	-0.728	9.6864	3.5003	0.7135	-1.2004	-0.6775
HG01798	CDX	East_Asian	0.008835	18	0.03368	1387	11	-1.4742	-0.1565	-0.4818	11.2654	4.0822	0.4244	-0.9744	-0.3665
HG01799	CDX	East_Asian	0.006661	11	0.031949	1380	13	-1.245	-0.7163	-0.1104	12.9255	6.0741	0.3304	-0.8393	-0.4257
HG01800	CDX	East_Asian	0.033846	37	0.032251	1312	23	-2.3042	2.7195	0.5018	5.8979	3.5733	1.7759	-0.1726	-1.5764
HG01801	CDX	East_Asian	0.015875	24	0.03456	1318	12	-1.7495	0.6621	-0.5189	9.2624	3.3733	0.7272	-0.9247	-0.5936
HG01802	CDX	East_Asian	0.005789	13	0.031481	1276	12	-1.4331	-0.7144	-0.1344	12.7348	5.6413	0.3736	-0.9361	-0.4293
HG01804	CDX	East_Asian	0.008379	16	0.031672	1375	22	-1.0406	-0.0636	0.6333	8.7352	6.4172	0.5104	-0.224	-0.5246
HG01805	CDX	East_Asian	0.009983	19	0.030273	1367	16	-1.6165	-0.0183	0.2561	9.9978	4.8323	0.7257	-0.6373	-0.7179
HG01806	CDX	East_Asian	0.01207	20	0.031856	1329	18	-1.47	0.2733	0.265	9.1917	4.9929	0.7061	-0.5106	-0.6682
HG01807	CDX	East_Asian	0.009668	19	0.030502	1396	18	-1.4752	0.0365	0.3947	9.4613	5.1749	0.6985	-0.4923	-0.684
HG01808	CDX	East_Asian	0.008913	19	0.031817	1478	12	-1.596	-0.1139	-0.2411	10.9014	4.2805	0.5793	-0.8811	-0.5349
HG01809	CDX	East_Asian	0.016568	16	0.031639	1411	20	-1.3235	0.3575	0.4398	9.3644	5.7149	0.7965	-0.3512	-0.8822
HG01810	CDX	East_Asian	0.023305	28	0.034357	1393	9	-2.2017	1.255	-0.8015	7.9042	3.3232	1.0798	-1.1098	-0.9334
HG01811	CDX	East_Asian	0.019227	28	0.032767	1487	17	-1.8141	1.2114	0.0074	7.6227	3.5653	1.0511	-0.536	-0.8975
HG01812	CDX	East_Asian	0.022572	27	0.031676	1267	12	-2.3074	1.1101	-0.2643	8.1491	3.4795	1.2241	-0.9386	-1.139
HG01813	CDX	East_Asian	0.015855	26	0.029401	1373	21	-1.8311	0.859	0.7035	8.1921	4.5963	1.1323	-0.293	-1.0495
HG01815	CDX	East_Asian	0.009823	20	0.031176	1284	20	-1.4003	0.1661	0.5111	9.1673	5.4408	0.6764	-0.3858	-0.631
HG01816	CDX	East_Asian	0.125041	61	0.029344	1370	23	-5.5701	9.3439	0.3893	3.4211	3.1523	5.6264	-0.1568	-5.7836
HG01817	CDX	East_Asian	0.014556	14	0.031363	1327	19	-1.3183	0.0625	0.4146	9.5718	5.8084	0.706	-0.4426	-0.8195
HG01840	KHV	East_Asian	0.010401	23	0.031504	1283	12	-1.8859	0.1613	-0.1962	9.9855	3.4026	0.7338	-0.9342	-0.6271
HG01841	KHV	East_Asian	0.012437	22	0.029082	1200	21	-1.7163	0.3698	0.7951	8.5753	4.881	0.9557	-0.3402	-0.9297
HG01842	KHV	East_Asian	0.007259	17	0.030912	1397	18	-1.3091	-0.2081	0.3711	10.0237	5.5077	0.5457	-0.492	-0.5434
HG01843	KHV	East_Asian	0.009445	21	0.031453	1290	13	-1.7455	0.0134	-0.0983	10.2632	3.8477	0.6639	-0.8638	-0.5902
HG01844	KHV	East_Asian	0.007899	18	0.031159	1381	20	-1.2436	-0.0463	0.5091	9.2028	5.8156	0.5705	-0.3594	-0.5492
HG01845	KHV	East_Asian	0.006273	15	0.030252	1308	15	-1.4663	-0.5178	0.2157	11.8848	5.6158	0.5179	-0.7219	-0.5592
HG01846	KHV	East_Asian	0.006889	14	0.033019	1572	16	-1.0205	-0.3521	-0.0163	11.2598	6.6083	0.323	-0.5814	-0.3408
HG01847	KHV	East_Asian	0.009641	18	0.032777	1238	25	-0.9477	0.2308	0.7877	7.9304	6.7983	0.5163	-0.0558	-0.4814
HG01848	KHV	East_Asian	0.011471	19	0.031185	1403	12	-1.7496	-0.0062	-0.1737	10.6103	4.1057	0.7127	-0.9015	-0.7017
HG01849	KHV	East_Asian	0.006484	14	0.033099	1421	16	-1.0698	-0.4046	0.0058	11.4147	6.5167	0.3033	-0.6225	-0.3162
HG01850	KHV	East_Asian	0.007028	16	0.030818	1185	25	-1.0229	-0.1274	1.0037	8.1019	7.1744	0.5242	-0.0702	-0.5417
HG01851	KHV	East_Asian	0.008905	18	0.030958	1318	26	-1.0159	0.1651	1.0331	7.7761	6.9866	0.6196	0.0346	-0.6106
HG01852	KHV	East_Asian	0.003694	9	0.031328	1339	15	-1.0813	-0.9834	0.1404	12.9287	6.7367	0.2311	-0.7134	-0.3522
HG01853	KHV	East_Asian	0.010662	24	0.029041	1321	19	-1.7933	0.3548	0.6074	8.6933	4.5848	0.9375	-0.4442	-0.8565
HG01855	KHV	East_Asian	0.007827	18	0.032157	1254	22	-1.1047	0.0187	0.6022	8.6899	6.2013	0.4974	-0.257	-0.4578
HG01857	KHV	East_Asian	0.007372	13	0.030648	1272	15	-1.4018	-0.5683	0.1898	12.2058	5.8991	0.4875	-0.7317	-0.5717
HG01858	KHV	East_Asian	0.010849	24	0.032975	1364	19	-1.4096	0.5248	0.2189	8.4353	4.7333	0.6653	-0.4325	-0.5162
HG01859	KHV	East_Asian	0.008922	17	0.030819	1365	21	-1.2226	-0.0353	0.6289	9.0329	6.0701	0.6099	-0.2952	-0.6237
