sampleId	population	group	froh_genome	n_roh_genome	het_rate_chr22	rare_burden_chr22	rare_missense_chr22	stat_pc1	stat_pc2	stat_pc3	umap1	umap2	drift_inbreeding_score	functional_burden_score	diversity_score
HG03123	ESN	African	0.005197	9	0.044084	4213	30	2.0919	0.6383	-0.4009	-0.1505	8.272	-0.6204	1.0979	0.7123
HG03124	ESN	African	0.00316	7	0.043074	3750	33	2.0607	0.3493	0.0471	-1.1872	8.4085	-0.6599	1.1772	0.7111
HG03125	UNKNOWN		0.00464	8	0.043742	3440	22	1.3696	0.1351	-0.8762	1.2453	9.8926	-0.6357	0.339	0.7061
HG03126	ESN	African	0.003038	6	0.046548	4369	35	2.7965	0.6041	-0.2355	-1.9993	7.5146	-0.9304	1.483	1.024
HG03127	ESN	African	0.006204	11	0.046517	4480	49	3.289	1.5199	0.8713	-2.0984	4.8042	-0.7175	2.4725	0.8841
HG03128	UNKNOWN		0.007482	13	0.044571	4494	48	2.9627	1.6148	0.9611	-1.7806	4.9577	-0.495	2.4078	0.6565
HG03129	ESN	African	0.015061	9	0.044334	3761	41	2.227	1.4409	0.5395	-0.9589	5.758	-0.2963	1.7284	0.3071
HG03130	ESN	African	0.02029	18	0.04772	4173	34	1.9402	2.3025	-0.4995	0.0917	6.0278	-0.1733	1.3611	0.3806
HG03131	UNKNOWN		0.004016	8	0.042118	3483	34	1.8478	0.3952	0.2656	-0.9529	8.253	-0.5423	1.173	0.5893
HG03132	ESN	African	0.006167	13	0.048467	4234	30	2.3503	1.1087	-0.8487	-0.0653	7.5219	-0.8165	1.1036	1.0584
HG03133	ESN	African	0.005124	11	0.04762	3746	32	2.2498	0.8489	-0.4973	-0.1297	7.9933	-0.833	1.1076	1.0285
HG03134	UNKNOWN		0.002446	5	0.04773	4047	27	2.4168	0.2531	-0.9432	-0.6954	9.6602	-1.0548	0.8471	1.1543
HG03135	ESN	African	0.005293	9	0.045464	3839	44	2.7505	1.0238	0.693	-1.8324	5.6169	-0.7148	1.9552	0.8303
HG03136	ESN	African	0.002701	6	0.042549	3258	27	1.5421	-0.0372	-0.2988	0.4535	9.7893	-0.6588	0.632	0.6845
HG03137	UNKNOWN		0.003401	8	0.042105	3126	32	1.6046	0.225	0.1711	-0.7651	8.4357	-0.5627	0.9386	0.6148
HG03139	ESN	African	0.003961	9	0.045016	3649	19	1.4136	0.1625	-1.2891	1.5412	9.917	-0.7293	0.1905	0.8484
HG03157	ESN	African	0.001826	4	0.045829	4367	30	2.578	0.2395	-0.5662	-1.2288	9.4919	-0.9618	1.1399	1.0128
HG03159	ESN	African	0.003747	5	0.044854	4259	45	3.1041	0.787	0.7773	-3.0737	5.2442	-0.806	2.1382	0.8433
HG03160	ESN	African	0.002022	4	0.04661	4516	34	2.9112	0.4286	-0.3399	-2.3275	7.944	-1.0103	1.4546	1.0735
HG03161	UNKNOWN		0.005132	10	0.044856	4680	32	2.4363	0.8824	-0.403	-0.8841	7.3095	-0.6572	1.3623	0.7835
HG03162	ESN	African	0.004491	10	0.046889	3974	47	3.0775	1.2085	0.7755	-2.3202	4.8776	-0.8234	2.1976	0.9913
HG03163	ESN	African	0.02857	19	0.041924	3435	26	0.4401	2.2305	-0.4905	0.3717	6.0115	0.5444	0.6117	-0.4913
HG03164	UNKNOWN		0.005347	8	0.045432	3571	34	2.1657	0.6172	-0.0751	-0.9909	8.2288	-0.7309	1.197	0.8251
HG03166	ESN	African	0.009254	7	0.043086	4086	38	2.3124	0.9186	0.377	-1.9433	6.8772	-0.4496	1.6114	0.4482
HG03168	ESN	African	0.006372	14	0.045342	4149	44	2.676	1.451	0.6206	-1.1731	5.667	-0.5678	2.0397	0.7727
HG03169	ESN	African	0.020919	20	0.042018	3745	34	1.1317	2.1517	0.1213	0.1555	6.0406	0.2929	1.2444	-0.1516
HG03170	UNKNOWN		0.005328	12	0.042995	4020	36	2.0956	0.9198	0.2227	-1.0238	6.7778	-0.4782	1.4564	0.6102
HG03172	ESN	African	0.008033	10	0.04115	3278	27	1.1528	0.4645	-0.2014	1.391	9.071	-0.2941	0.6374	0.3297
HG03175	ESN	African	0.003743	8	0.046347	3761	37	2.5229	0.6871	0.0533	-1.6817	6.9157	-0.8513	1.4543	0.9757
HG03189	ESN	African	0.002589	6	0.04701	4136	49	3.4442	0.9531	0.9219	-2.6374	4.6492	-0.9787	2.3788	1.0844
HG03190	ESN	African	0.020487	12	0.04462	3720	34	1.6535	1.735	-0.0884	0.0246	6.0775	-0.068	1.2376	0.0975
HG03191	UNKNOWN		0.006271	9	0.044354	3504	33	1.9284	0.6467	-0.0481	-0.7973	8.1723	-0.6024	1.1102	0.6897
HG03193	ESN	African	0.004129	9	0.043192	3253	27	1.4617	0.2508	-0.3776	1.1742	9.2373	-0.5943	0.6306	0.6796
HG03195	ESN	African	0.007854	11	0.04406	3714	46	2.5323	1.2711	1.0007	-1.6184	5.4034	-0.4863	2.0581	0.5951
HG03196	ESN	African	0.001854	4	0.044597	3649	36	2.4439	0.2156	0.1843	-2.2944	8.6974	-0.8736	1.3553	0.9025
HG03197	UNKNOWN		0.006641	12	0.045467	3661	37	2.1878	1.0424	0.1307	-0.8008	6.508	-0.6078	1.427	0.7722
HG03198	ESN	African	0.006596	14	0.046696	3966	37	2.3691	1.2731	-0.0545	-0.689	6.4172	-0.656	1.5102	0.883
HG03199	ESN	African	0.00518	11	0.0453	3809	28	1.8596	0.6609	-0.6159	0.5582	8.4581	-0.6668	0.8507	0.8207
HG03200	UNKNOWN		0.003941	9	0.045534	3877	26	1.9112	0.4332	-0.8039	0.8506	9.0415	-0.7666	0.7322	0.895
HG03202	ESN	African	0.005762	10	0.043494	4004	44	2.5923	1.0717	0.846	-1.6803	5.55	-0.5389	2.0002	0.6356
HG03209	MSL	African	0.004199	7	0.044863	4326	42	2.9049	0.8619	0.5057	-2.5795	5.6819	-0.7506	1.9509	0.8245
HG03212	MSL	African	0.012606	14	0.046574	4578	31	2.1849	1.5714	-0.6724	0.2703	7.0569	-0.4391	1.2659	0.6119
HG03224	MSL	African	0.002448	5	0.045273	4044	34	2.5329	0.3624	-0.1273	-1.831	8.3824	-0.8807	1.3259	0.9367
HG03225	MSL	African	0.002679	6	0.045348	4584	43	3.185	0.816	0.5016	-2.8281	5.5061	-0.8578	2.0898	0.9333
HG03228	PJL	South_Asian	0.015588	15	0.027035	1518	21	-1.6006	0.1166	0.954	9.7044	5.5391	1.0686	-0.2535	-1.2475
HG03229	PJL	South_Asian	0.008707	6	0.034628	1973	16	-0.4583	-0.586	-0.2176	11.6339	8.2967	0.1105	-0.472	-0.2771
HG03230	UNKNOWN		0.013698	14	0.031342	1821	17	-1.1817	0.0593	0.1605	9.8218	5.8973	0.6778	-0.445	-0.7843
HG03234	PJL	South_Asian	0.001551	2	0.036999	1538	22	0.1814	-1.0699	0.1709	10.8882	11.5146	-0.3862	-0.1795	0.2428
HG03235	PJL	South_Asian	0.001144	2	0.03661	1536	27	0.4024	-0.9633	0.6231	9.9514	11.7935	-0.3728	0.1625	0.226
HG03236	UNKNOWN		0.003427	5	0.034369	1577	21	-0.2473	-0.9004	0.3159	11.7451	11.2807	-0.0743	-0.2374	-0.0714
HG03237	PJL	South_Asian	0.002256	5	0.035679	1509	21	-0.1262	-0.9326	0.2058	11.2462	11.1597	-0.2077	-0.256	0.0954
HG03238	PJL	South_Asian	0.004877	9	0.036932	1667	23	-0.0413	-0.3989	0.1945	9.9262	10.0309	-0.1248	-0.0758	0.0928
HG03239	UNKNOWN		0.001267	3	0.036486	1456	20	-0.0303	-1.1207	0.0672	11.6784	11.5668	-0.3395	-0.3389	0.2097
HG03240	GWD	African	0.001232	2	0.047107	4456	43	3.4674	0.5294	0.3782	-3.3365	5.7781	-1.1133	2.0549	1.1517
HG03241	GWD	African	0.004877	9	0.046316	4024	47	3.0711	1.1589	0.8247	-2.3844	4.8293	-0.7896	2.2112	0.9237
HG03242	UNKNOWN		0.000589	1	0.04577	3993	41	3.0887	0.2238	0.4361	-3.5983	6.2579	-1.0611	1.7916	1.0612
HG03246	GWD	African	0.004877	9	0.043827	4418	48	3.0608	1.1771	1.073	-2.3316	4.8145	-0.6133	2.3871	0.7034
HG03247	GWD	African	0.004877	9	0.045161	4304	33	2.3899	0.7675	-0.2733	-0.8234	7.4202	-0.7078	1.3283	0.8215
HG03248	UNKNOWN		0.012312	9	0.044729	4371	42	2.6483	1.4563	0.4767	-1.0839	5.7632	-0.4196	1.9632	0.4612
HG03249	UNKNOWN		0.00324	4	0.046029	4636	41	3.2284	0.7059	0.268	-2.9513	6.1296	-0.927	1.9669	0.9692
HG03250	UNKNOWN		0.004877	9	0.045529	4186	37	2.5714	0.8727	0.0439	-1.4612	6.8901	-0.7339	1.5702	0.8541
HG03251	UNKNOWN		0.00087	2	0.044755	4191	34	2.6911	0.1007	-0.087	-2.5906	8.3419	-0.9593	1.366	0.9591
HG03258	GWD	African	0.001322	3	0.043181	4428	27	2.254	-0.0255	-0.564	-0.5704	9.9048	-0.8119	0.951	0.8002
HG03259	GWD	African	0.014972	12	0.044674	4073	28	1.6477	1.3194	-0.6394	0.4931	6.9352	-0.2629	0.9227	0.3411
HG03260	UNKNOWN		0.001159	3	0.042674	4355	30	2.3274	0.0175	-0.2529	-0.9893	9.4008	-0.7817	1.1366	0.7623
HG03265	ESN	African	0.002609	6	0.04282	3928	26	1.8151	0.0816	-0.5342	-0.2791	9.9655	-0.6812	0.7461	0.7125
HG03267	ESN	African	0.003379	7	0.044886	3901	35	2.3914	0.5214	0.0082	-1.62	7.7529	-0.7806	1.3554	0.862
HG03268	ESN	African	0.002036	4	0.044309	4410	35	2.6979	0.3482	-0.0151	-2.3451	7.7796	-0.8469	1.4942	0.8691
HG03269	UNKNOWN		0.011005	10	0.044631	3924	28	1.7426	0.9355	-0.5862	0.5336	7.2255	-0.4377	0.8821	0.5092
HG03270	ESN	African	0.002914	5	0.045757	3694	35	2.4627	0.3622	-0.0265	-2.1267	8.7463	-0.8989	1.299	0.9593
HG03271	ESN	African	0.010153	10	0.044231	3595	44	2.3762	1.2661	0.839	-1.4526	5.57	-0.4389	1.8887	0.5107
HG03272	UNKNOWN		0.00337	7	0.046197	3783	32	2.3136	0.4585	-0.3439	-1.1274	8.5596	-0.8738	1.1177	0.9785
HG03279	ESN	African	0.003198	7	0.043388	3196	29	1.6463	0.1292	-0.2088	0.2667	9.5707	-0.6808	0.7521	0.7373
HG03280	ESN	African	0.001612	4	0.043982	4006	44	2.9469	0.4868	0.8377	-3.1416	5.4863	-0.8384	2.0007	0.8585
HG03291	ESN	African	0.002489	5	0.043777	3610	31	2.0511	0.1281	-0.1486	-1.1752	9.2856	-0.7733	1.002	0.8024
HG03294	ESN	African	0.00326	7	0.042858	3773	29	1.8492	0.2355	-0.2671	-0.7436	9.2405	-0.6411	0.9094	0.6876
HG03295	ESN	African	0.004616	7	0.044872	4156	36	2.5225	0.6757	0.0401	-1.6062	7.3566	-0.7367	1.4935	0.8072
HG03296	UNKNOWN		0.004811	9	0.044875	3722	31	2.0088	0.5706	-0.3005	-0.2844	8.3861	-0.6898	1.0326	0.799
HG03297	ESN	African	0.001442	3	0.043492	3607	30	2.0679	-0.0944	-0.191	-1.1873	9.5396	-0.8298	0.9327	0.8225
HG03298	ESN	African	0.007641	9	0.045798	4073	23	1.7845	0.6115	-1.1256	0.8639	9.0424	-0.6572	0.5801	0.7582
HG03299	UNKNOWN		0.003322	5	0.045549	3682	29	2.1298	0.2009	-0.501	-0.5192	9.5398	-0.87	0.8846	0.9232
HG03300	ESN	African	0.011769	13	0.045259	3886	35	2.0104	1.3811	-0.077	-0.3571	6.2486	-0.3952	1.3513	0.5317
HG03301	ESN	African	0.001404	3	0.046775	4023	32	2.6597	0.1753	-0.4214	-1.385	9.6365	-1.0637	1.1831	1.1149
HG03302	UNKNOWN		0.003558	7	0.045114	4189	31	2.3365	0.4855	-0.3993	-0.9716	8.6284	-0.7905	1.1599	0.8744
HG03303	ESN	African	0.004433	8	0.044781	4776	27	2.3092	0.5928	-0.8159	-0.1061	8.2086	-0.7165	1.0459	0.8071
HG03304	ESN	African	0.002764	3	0.047949	4425	40	3.3122	0.6169	0.0458	-3.3742	6.3141	-1.0997	1.8409	1.1599
HG03305	UNKNOWN		0.000972	2	0.046704	4689	31	2.9417	0.1998	-0.6176	-2.0571	8.4897	-1.0938	1.2962	1.1272
HG03306	UNKNOWN		0.001507	3	0.0453	3671	31	2.314	0.021	-0.2953	-1.4039	9.5705	-0.9556	1.0187	0.9798
HG03307	UNKNOWN		0.005362	4	0.045902	3666	31	2.2412	0.3262	-0.3686	-0.7565	9.1575	-0.8445	1.0173	0.8661
HG03308	UNKNOWN		0.00365	6	0.044205	3346	26	1.6638	0.0705	-0.5609	0.5622	9.896	-0.7432	0.5875	0.79
HG03309	UNKNOWN		0.00412	6	0.045773	4199	46	3.1699	0.9206	0.777	-2.8327	5.0693	-0.838	2.1904	0.9084
HG03310	UNKNOWN		0.005225	9	0.043891	4075	34	2.2112	0.7194	-0.0258	-1.0362	7.2995	-0.6058	1.3344	0.694
HG03311	ESN	African	0.004022	2	0.048181	4238	33	2.9082	0.3943	-0.5188	-1.6758	9.4511	-1.0928	1.3103	1.126
HG03312	UNKNOWN		0.002017	4	0.046375	4050	24	2.1868	0.0294	-1.0551	-0.2223	10.511	-0.9939	0.6424	1.0529
HG03313	ESN	African	0.002718	3	0.045283	4252	47	3.3349	0.6792	0.9144	-3.1131	5.0298	-0.9124	2.2733	0.9258
HG03314	UNKNOWN		0.001612	3	0.046159	3629	27	2.1747	-0.0655	-0.701	-0.4497	10.297	-1.0128	0.7331	1.0513
HG03342	ESN	African	0.001356	3	0.045592	3740	34	2.5246	0.1253	-0.0883	-2.2091	8.9559	-0.9815	1.243	1.0122
HG03343	ESN	African	0.000877	2	0.04182	3328	23	1.4883	-0.5144	-0.5489	0.6239	10.5452	-0.7511	0.377	0.6989
HG03344	UNKNOWN		0.00084	2	0.043614	3411	19	1.4952	-0.5468	-1.0681	0.7525	10.5675	-0.8795	0.1256	0.8594
HG03350	UNKNOWN		0.002563	6	0.045043	3632	25	1.8448	0.0715	-0.7753	0.6133	9.9541	-0.8402	0.5969	0.9113
HG03351	ESN	African	0.001384	2	0.047622	4165	30	2.7375	0.1179	-0.6908	-1.4575	9.7227	-1.1445	1.0848	1.1907
HG03352	ESN	African	0.00342	6	0.045642	3566	35	2.3486	0.4205	0.0029	-1.9757	8.7877	-0.853	1.2641	0.9272
HG03354	ESN	African	0.000875	2	0.04585	4212	37	2.9522	0.2345	0.0511	-2.9366	7.826	-1.0367	1.5773	1.0559
HG03363	ESN	African	0.002114	5	0.046547	4349	39	3.0434	0.602	0.1061	-2.995	6.452	-0.9825	1.7517	1.0639
HG03366	ESN	African	0.001094	3	0.045054	3632	28	2.1345	-0.1078	-0.5107	-0.7616	10.1026	-0.9525	0.8025	0.9759
HG03367	ESN	African	0.006383	3	0.045007	3357	25	1.733	0.05	-0.7179	0.6407	10.0723	-0.7659	0.5219	0.7426
HG03368	UNKNOWN		0.001768	3	0.043046	3680	27	1.9012	-0.1642	-0.4106	-0.1194	10.1146	-0.7869	0.747	0.7689
HG03369	ESN	African	0.001884	4	0.046259	4063	45	3.229	0.6305	0.6889	-3.2561	5.4205	-0.9902	2.0848	1.0483
HG03370	ESN	African	0.00083	2	0.045484	3913	29	2.3894	-0.0784	-0.5176	-1.0917	10.0166	-1.0123	0.9476	1.0254
HG03371	UNKNOWN		0.001994	3	0.045874	3407	35	2.4388	0.131	0.0282	-2.2392	8.9429	-0.9794	1.2208	1.0095
HG03372	ESN	African	0.00055	1	0.044815	4061	41	3.03	0.1997	0.5155	-3.5656	6.2339	-0.9948	1.8102	0.9783
HG03373	UNKNOWN		0.000969	2	0.0446	4415	34	2.7728	0.1483	-0.1148	-2.6524	8.0909	-0.9449	1.4271	0.9411
HG03374	UNKNOWN		0.001749	4	0.044743	4307	38	2.8494	0.4134	0.2111	-2.8417	7.3703	-0.8876	1.6717	0.92
HG03376	MSL	African	0.006194	5	0.046679	4153	42	3.0209	0.8881	0.366	-2.8561	6.0142	-0.8505	1.9038	0.8988
HG03378	MSL	African	0.000955	2	0.046272	4614	28	2.7193	0.0792	-0.8094	-1.1736	9.7786	-1.0638	1.0702	1.0897
HG03380	MSL	African	0.002435	6	0.044685	3861	33	2.3129	0.3318	-0.1228	-1.7382	8.4387	-0.8193	1.2075	0.8851
HG03382	MSL	African	0.00306	7	0.04527	4508	47	3.2992	0.9959	0.8484	-2.7296	4.8926	-0.8189	2.3431	0.9099
HG03385	MSL	African	0.007738	7	0.047035	4545	31	2.5735	0.876	-0.6649	-0.6361	7.8513	-0.7818	1.2569	0.8635
HG03388	MSL	African	0.006601	11	0.046144	3772	31	2.0376	0.8544	-0.4468	-0.0117	7.8976	-0.6773	1.0462	0.8339
HG03391	MSL	African	0.001205	3	0.047097	4540	50	3.8174	0.8096	0.9371	-2.7993	4.5312	-1.0934	2.5574	1.152
HG03394	MSL	African	0.0041	9	0.044888	4575	18	1.7564	0.3339	-1.5351	1.0191	9.4144	-0.7154	0.3744	0.831
HG03397	MSL	African	0.004565	10	0.045046	4617	35	2.5891	0.9306	-0.1597	-1.079	7.2577	-0.6902	1.5506	0.8248
HG03401	MSL	African	0.003847	7	0.046792	4528	39	3.0343	0.871	0.0344	-2.595	6.381	-0.8995	1.8005	1.0106
HG03410	MSL	African	0.003167	7	0.046604	3846	29	2.2353	0.3885	-0.6423	-0.3154	8.9812	-0.9097	0.9293	1.0234
HG03419	MSL	African	0.003901	9	0.045357	4239	43	2.9003	0.9955	0.5491	-2.3187	5.5978	-0.7555	1.9957	0.8811
HG03428	MSL	African	0.002768	3	0.045282	4464	38	2.9795	0.4656	0.1307	-2.9741	7.1793	-0.9106	1.7145	0.9236
HG03432	MSL	African	0.002535	6	0.04711	5476	34	3.2992	0.8033	-0.5805	-1.9269	6.9392	-0.9876	1.7163	1.0955
HG03433	MSL	African	0.004487	9	0.045967	4319	32	2.4318	0.7499	-0.4354	-0.514	7.6135	-0.7784	1.2638	0.9098
HG03436	MSL	African	0.004507	10	0.041911	3654	38	2.0212	0.6898	0.5733	-1.6201	6.9059	-0.4702	1.4937	0.5497
HG03437	MSL	African	0.003148	7	0.04704	4290	48	3.4169	1.051	0.8012	-2.6374	4.688	-0.9412	2.3522	1.0627
HG03438	UNKNOWN		0.002936	6	0.047157	5239	45	3.7366	1.0975	0.3673	-2.5095	5.1633	-0.9771	2.4054	1.0824
HG03439	MSL	African	0.003933	8	0.046064	4848	49	3.5673	1.2678	0.8655	-2.3098	4.822	-0.8247	2.5729	0.9424
HG03442	MSL	African	0.004781	9	0.04477	4195	36	2.4567	0.8111	0.0332	-1.3237	7.0137	-0.6834	1.5041	0.791
HG03445	MSL	African	0.00567	9	0.044228	3959	44	2.6783	1.024	0.7884	-1.7573	5.5058	-0.6142	1.9879	0.7045
HG03446	MSL	African	0.005838	10	0.044656	4690	32	2.405	0.9176	-0.3876	-0.9118	7.249	-0.6185	1.365	0.7351
HG03449	MSL	African	0.002573	5	0.045473	4548	38	2.9696	0.6009	0.0881	-2.8309	6.742	-0.8906	1.7374	0.949
HG03451	MSL	African	0.00272	7	0.046369	4100	32	2.4849	0.4951	-0.4185	-1.2076	8.2958	-0.9085	1.2041	1.0219
HG03452	MSL	African	0.002125	5	0.044859	4283	43	3.0545	0.6405	0.612	-3.0622	5.6269	-0.8625	2.0077	0.9139
HG03453	UNKNOWN		0.001543	4	0.0467	4097	29	2.498	0.1698	-0.6809	-1.053	9.7305	-1.0334	0.9978	1.1022
HG03454	UNKNOWN		0.003755	8	0.044979	4382	35	2.5682	0.7098	-0.0974	-1.448	7.3342	-0.754	1.4866	0.854
HG03455	MSL	African	0.004063	9	0.046189	4999	26	2.464	0.7043	-1.0801	-0.1313	8.0955	-0.8089	1.0381	0.9478
HG03456	UNKNOWN		0.005215	10	0.044738	4168	24	1.7999	0.5409	-0.9556	0.758	8.7709	-0.6459	0.6745	0.7694
HG03457	MSL	African	0.003785	7	0.04786	5029	28	2.8096	0.695	-1.072	-0.4227	8.0879	-0.9772	1.1833	1.1078
HG03458	MSL	African	0.001769	4	0.046175	4057	36	2.7738	0.3578	-0.0451	-2.6235	7.8775	-0.9883	1.4665	1.0459
HG03460	MSL	African	0.00593	8	0.046786	4190	29	2.3029	0.689	-0.7378	-0.2285	8.2216	-0.8066	1.0231	0.9198
HG03461	MSL	African	0.001181	3	0.046106	4383	39	3.1089	0.4172	0.1539	-3.3172	6.6799	-1.024	1.7609	1.0653
HG03464	MSL	African	0.002538	5	0.046227	4060	38	2.8262	0.5237	0.1078	-2.5528	7.5745	-0.9452	1.6043	1.0172
HG03469	MSL	African	0.005384	9	0.045639	5046	45	3.3461	1.322	0.5298	-2.3082	5.098	-0.7241	2.3528	0.8418
HG03470	MSL	African	0.002181	5	0.048853	4818	32	3.1168	0.5903	-0.7839	-1.984	8.0742	-1.1436	1.3999	1.2652
HG03472	MSL	African	0.003587	8	0.045361	4375	24	2.0581	0.3934	-1.0412	0.6823	8.9096	-0.7869	0.731	0.8951
HG03473	MSL	African	0.001239	3	0.045165	4271	48	3.4174	0.6224	1.0092	-3.0491	4.906	-0.9554	2.347	0.9795
HG03476	MSL	African	0.001201	3	0.046569	4122	35	2.838	0.2641	-0.1718	-2.6838	8.0178	-1.0561	1.4157	1.1054
HG03478	MSL	African	0.003434	7	0.046496	4233	41	2.9859	0.8311	0.2853	-2.8141	6.1494	-0.8928	1.8571	1.0022
HG03479	MSL	African	0.003135	6	0.046631	4036	24	2.1084	0.2221	-1.0894	0.5709	9.7651	-0.9329	0.6386	1.0272
HG03480	UNKNOWN		0.002333	5	0.045445	3529	36	2.4244	0.3107	0.1193	-2.1952	8.8472	-0.8969	1.3225	0.9569
HG03484	MSL	African	0.001448	3	0.043951	4154	39	2.7993	0.3016	0.4045	-2.7808	7.3292	-0.8621	1.6985	0.8629
HG03485	MSL	African	0.004537	10	0.04621	4333	26	2.1265	0.6512	-0.9618	0.5643	8.6455	-0.7737	0.8566	0.9291
HG03486	UNKNOWN		0.009656	13	0.04445	4119	29	1.7893	1.1035	-0.5323	0.4195	7.2191	-0.4111	1.0038	0.5516
HG03487	UNKNOWN		0.000881	2	0.038229	1645	17	0.1115	-1.1842	-0.3791	12.0629	10.4903	-0.4966	-0.4929	0.3808
HG03488	PJL	South_Asian	0.004877	9	0.036445	1583	31	0.2738	-0.2028	0.9183	8.468	10.1674	-0.0903	0.4494	0.0497
HG03489	UNKNOWN		0.001165	3	0.036496	1571	10	-0.4735	-1.3925	-0.7813	13.867	9.423	-0.3437	-0.9927	0.2149
HG03490	PJL	South_Asian	0.008653	13	0.033199	1462	24	-0.6618	-0.095	0.6472	8.4994	8.1779	0.3512	-0.0632	-0.4013
HG03491	PJL	South_Asian	0.003482	5	0.03735	1866	25	0.3575	-0.6057	0.3036	9.9009	11.1362	-0.2836	0.1154	0.1903
HG03492	UNKNOWN		0.001179	3	0.036853	1720	28	0.5204	-0.823	0.6429	9.7352	11.6303	-0.3686	0.2812	0.246
HG03499	ESN	African	0.004877	9	0.042269	3737	46	2.5151	0.9144	1.1871	-1.8258	5.4511	-0.5029	2.0644	0.5654
HG03511	ESN	African	0.002431	5	0.045201	3518	33	2.2451	0.2175	-0.1032	-1.9242	9.0395	-0.8762	1.114	0.931
HG03514	ESN	African	0.0015	3	0.045787	4423	28	2.5419	0.1121	-0.7325	-1.03	9.7802	-0.9903	1.0181	1.0232
HG03515	ESN	African	0.007789	5	0.045998	3889	39	2.6534	0.8108	0.229	-2.4851	6.3352	-0.747	1.6262	0.7695
HG03516	UNKNOWN		0.000644	1	0.044004	3614	22	1.8099	-0.4735	-0.8914	0.5615	10.6544	-0.9341	0.3865	0.9024
HG03517	ESN	African	0.001126	2	0.046571	3716	25	2.1986	-0.1781	-0.9166	-0.2941	10.5119	-1.079	0.6198	1.1088
HG03518	ESN	African	0.001362	3	0.045505	4184	36	2.8112	0.2751	0.0013	-2.8404	7.9758	-0.9751	1.5011	1.0042
HG03519	UNKNOWN		0.00037	1	0.044788	3498	23	1.8887	-0.455	-0.8617	0.4061	10.6293	-0.9991	0.4234	0.9837
HG03520	ESN	African	0.000417	1	0.046032	3791	26	2.2825	-0.2553	-0.7895	-0.3458	10.5279	-1.0856	0.7088	1.0918
HG03521	ESN	African	0.00112	2	0.04786	4126	39	3.1965	0.365	0.0379	-3.5515	6.4441	-1.1705	1.6909	1.2232
HG03522	UNKNOWN		0.000376	1	0.045411	4135	24	2.2773	-0.2662	-0.9598	-0.368	10.5472	-1.043	0.6655	1.0386
HG03538	GWD	African	0.004877	9	0.044126	4192	26	1.8954	0.5007	-0.7305	0.6565	8.7323	-0.6345	0.8181	0.7299
HG03539	GWD	African	0.001513	3	0.04332	3725	37	2.4501	0.1318	0.3812	-2.5241	8.6628	-0.8151	1.4445	0.8042
HG03540	UNKNOWN		0.001389	2	0.044033	3874	24	1.974	-0.2551	-0.7849	0.1517	10.522	-0.8901	0.5944	0.8727
HG03547	MSL	African	0.00416	10	0.041381	4301	39	2.3146	0.8165	0.5855	-1.806	6.8637	-0.4447	1.7386	0.5179
HG03548	MSL	African	0.003668	8	0.048795	5118	42	3.6008	1.2107	-0.0268	-2.3906	6.056	-1.0273	2.1669	1.1956
HG03556	MSL	African	0.003226	7	0.047066	4429	27	2.4345	0.4756	-0.9627	-0.5358	8.718	-0.9403	0.9512	1.0617
HG03557	MSL	African	0.005912	6	0.046855	4211	63	4.0792	1.5621	2.0692	-2.3622	4.2731	-0.8525	3.3584	0.9267
HG03558	MSL	African	0.001846	4	0.047473	4464	45	3.5205	0.7601	0.4958	-3.1937	5.3666	-1.0776	2.1941	1.1575
HG03559	MSL	African	0.005944	10	0.048782	4960	39	3.2568	1.3421	-0.2592	-2.2959	6.2101	-0.9072	1.9182	1.0959
HG03563	MSL	African	0.001609	4	0.045637	4325	33	2.696	0.2979	-0.2913	-1.911	8.542	-0.9558	1.334	1.0053
HG03565	MSL	African	0.002779	6	0.044503	4404	54	3.571	1.071	1.5257	-2.4918	4.2885	-0.7945	2.7944	0.8541
HG03567	MSL	African	0.002862	7	0.046483	4447	31	2.5954	0.5525	-0.5783	-0.5791	7.9374	-0.9117	1.2302	1.0259
HG03571	MSL	African	0.002638	4	0.042709	4135	40	2.6608	0.4087	0.6026	-2.5387	7.1108	-0.7127	1.7618	0.7014
HG03572	MSL	African	0.003534	8	0.045629	4543	29	2.4071	0.5818	-0.6857	-0.3008	8.1228	-0.8077	1.1194	0.9211
HG03574	UNKNOWN		0.0037	6	0.047179	4245	50	3.5312	1.076	0.9642	-2.6743	4.5601	-0.9521	2.477	1.0512
HG03575	MSL	African	0.003069	6	0.04481	4442	35	2.6648	0.5552	-0.0816	-1.8975	7.6291	-0.8062	1.5029	0.8687
HG03576	UNKNOWN		0.003704	6	0.046032	4367	35	2.7312	0.6225	-0.1873	-1.8632	7.5419	-0.8707	1.4825	0.9494
HG03577	MSL	African	0.001939	4	0.047358	4185	42	3.2355	0.6144	0.3116	-3.3597	6.0084	-1.0663	1.9125	1.1433
HG03578	MSL	African	0.004059	6	0.046216	4608	30	2.5976	0.556	-0.6649	-0.4482	8.0505	-0.8715	1.2056	0.9504
HG03579	UNKNOWN		0.002957	7	0.0478	4483	35	2.9315	0.7321	-0.3821	-1.9897	7.326	-1.0017	1.5141	1.1384
HG03582	UNKNOWN		0.001737	4	0.046153	3903	28	2.3068	0.0897	-0.6745	-0.7324	9.9302	-0.9878	0.8764	1.0453
HG03583	MSL	African	0.003477	8	0.044122	4233	44	2.8764	0.891	0.7578	-2.4206	5.479	-0.7029	2.0626	0.7901
