sampleId	population	group	froh_genome	rare_missense_chr22	constrained_burden	divergent_burden	constrained_div_ratio	froh_quartile
HG03124	ESN	African	0.00316	33.0	0.0	1.0	0.0	2
HG03125	UNKNOWN	Other	0.00464	22.0	1.0	2.0	0.3333	2
HG03126	ESN	African	0.003038	35.0	1.0	4.0	0.2	2
HG03127	ESN	African	0.006204	49.0	1.0	4.0	0.2	3
HG03128	UNKNOWN	Other	0.007482	48.0	1.0	7.0	0.125	3
HG03129	ESN	African	0.015061	41.0	2.0	3.0	0.5	4
HG03130	ESN	African	0.02029	34.0	0.0	3.0	0.0	4
HG03131	UNKNOWN	Other	0.004016	34.0	1.0	3.0	0.25	2
HG03132	ESN	African	0.006167	30.0	0.0	3.0	0.0	3
HG03133	ESN	African	0.005124	32.0	0.0	3.0	0.0	3
HG03134	UNKNOWN	Other	0.002446	27.0	0.0	5.0	0.0	2
HG03135	ESN	African	0.005293	44.0	0.0	3.0	0.0	3
HG03136	ESN	African	0.002701	27.0	1.0	1.0	0.5	2
HG03137	UNKNOWN	Other	0.003401	32.0	1.0	1.0	0.5	2
HG03139	ESN	African	0.003961	19.0	0.0	1.0	0.0	2
HG03157	ESN	African	0.001826	30.0	1.0	4.0	0.2	1
HG03159	ESN	African	0.003747	45.0	2.0	3.0	0.5	2
HG03160	ESN	African	0.002022	34.0	0.0	3.0	0.0	1
HG03161	UNKNOWN	Other	0.005132	32.0	1.0	3.0	0.25	3
HG03162	ESN	African	0.004491	47.0	1.0	2.0	0.3333	2
HG03163	ESN	African	0.02857	26.0	1.0	2.0	0.3333	4
HG03164	UNKNOWN	Other	0.005347	34.0	1.0	3.0	0.25	3
HG03166	ESN	African	0.009254	38.0	0.0	3.0	0.0	4
HG03168	ESN	African	0.006372	44.0	1.0	2.0	0.3333	3
HG03169	ESN	African	0.020919	34.0	0.0	1.0	0.0	4
HG03170	UNKNOWN	Other	0.005328	36.0	0.0	1.0	0.0	3
HG03172	ESN	African	0.008033	27.0	0.0	2.0	0.0	3
HG03175	ESN	African	0.003743	37.0	0.0	4.0	0.0	2
HG03189	ESN	African	0.002589	49.0	0.0	1.0	0.0	2
HG03190	ESN	African	0.020487	34.0	1.0	0.0	1.0	4
HG03191	UNKNOWN	Other	0.006271	33.0	1.0	0.0	1.0	3
HG03193	ESN	African	0.004129	27.0	1.0	1.0	0.5	2
HG03195	ESN	African	0.007854	46.0	0.0	2.0	0.0	3
HG03196	ESN	African	0.001854	36.0	1.0	1.0	0.5	1
HG03197	UNKNOWN	Other	0.006641	37.0	1.0	2.0	0.3333	3
HG03198	ESN	African	0.006596	37.0	1.0	3.0	0.25	3
HG03199	ESN	African	0.00518	28.0	0.0	3.0	0.0	3
HG03200	UNKNOWN	Other	0.003941	26.0	0.0	4.0	0.0	2
HG03202	ESN	African	0.005762	44.0	1.0	3.0	0.25	3
HG03209	MSL	African	0.004199	42.0	1.0	1.0	0.5	2
HG03212	MSL	African	0.012606	31.0	0.0	2.0	0.0	4
HG03224	MSL	African	0.002448	34.0	0.0	4.0	0.0	2
HG03225	MSL	African	0.002679	43.0	1.0	2.0	0.3333	2
HG03228	PJL	South_Asian	0.015588	21.0	1.0	2.0	0.3333	4
HG03229	PJL	South_Asian	0.008707	16.0	1.0	1.0	0.5	4
HG03230	UNKNOWN	Other	0.013698	17.0	1.0	2.0	0.3333	4
HG03234	PJL	South_Asian	0.001551	22.0	0.0	2.0	0.0	1
HG03235	PJL	South_Asian	0.001144	27.0	0.0	3.0	0.0	1
HG03236	UNKNOWN	Other	0.003427	21.0	0.0	2.0	0.0	2
HG03237	PJL	South_Asian	0.002256	21.0	0.0	1.0	0.0	1
HG03238	PJL	South_Asian	0.004877	23.0	0.0	0.0	0.0	2
HG03239	UNKNOWN	Other	0.001267	20.0	0.0	1.0	0.0	1
HG03240	GWD	African	0.001232	43.0	0.0	1.0	0.0	1
HG03241	GWD	African	0.004877	47.0	1.0	4.0	0.2	2
HG03242	UNKNOWN	Other	0.000589	41.0	0.0	3.0	0.0	1
HG03246	GWD	African	0.004877	48.0	1.0	2.0	0.3333	2
HG03247	GWD	African	0.004877	33.0	0.0	4.0	0.0	2
HG03248	UNKNOWN	Other	0.012312	42.0	1.0	5.0	0.1667	4
HG03249	UNKNOWN	Other	0.00324	41.0	0.0	3.0	0.0	2
HG03250	UNKNOWN	Other	0.004877	37.0	2.0	0.0	2.0	2
HG03251	UNKNOWN	Other	0.00087	34.0	0.0	3.0	0.0	1
HG03258	GWD	African	0.001322	27.0	0.0	3.0	0.0	1
HG03259	GWD	African	0.014972	28.0	0.0	1.0	0.0	4
HG03260	UNKNOWN	Other	0.001159	30.0	0.0	2.0	0.0	1
HG03265	ESN	African	0.002609	26.0	0.0	3.0	0.0	2
HG03267	ESN	African	0.003379	35.0	3.0	5.0	0.5	2
HG03268	ESN	African	0.002036	35.0	1.0	3.0	0.25	1
HG03269	UNKNOWN	Other	0.011005	28.0	0.0	4.0	0.0	4
HG03270	ESN	African	0.002914	35.0	2.0	1.0	1.0	2
HG03271	ESN	African	0.010153	44.0	0.0	2.0	0.0	4
HG03272	UNKNOWN	Other	0.00337	32.0	1.0	1.0	0.5	2
HG03279	ESN	African	0.003198	29.0	0.0	1.0	0.0	2
HG03280	ESN	African	0.001612	44.0	0.0	2.0	0.0	1
HG03291	ESN	African	0.002489	31.0	1.0	2.0	0.3333	2
HG03294	ESN	African	0.00326	29.0	0.0	3.0	0.0	2
HG03295	ESN	African	0.004616	36.0	0.0	2.0	0.0	2
HG03296	UNKNOWN	Other	0.004811	31.0	0.0	0.0	0.0	2
HG03297	ESN	African	0.001442	30.0	0.0	2.0	0.0	1
HG03298	ESN	African	0.007641	23.0	1.0	2.0	0.3333	3
HG03299	UNKNOWN	Other	0.003322	29.0	1.0	2.0	0.3333	2
HG03300	ESN	African	0.011769	35.0	0.0	2.0	0.0	4
HG03301	ESN	African	0.001404	32.0	2.0	4.0	0.4	1
HG03302	UNKNOWN	Other	0.003558	31.0	1.0	3.0	0.25	2
HG03303	ESN	African	0.004433	27.0	0.0	0.0	0.0	2
HG03304	ESN	African	0.002764	40.0	0.0	3.0	0.0	2
HG03305	UNKNOWN	Other	0.000972	31.0	0.0	0.0	0.0	1
HG03306	UNKNOWN	Other	0.001507	31.0	0.0	6.0	0.0	1
HG03307	UNKNOWN	Other	0.005362	31.0	0.0	1.0	0.0	3
HG03308	UNKNOWN	Other	0.00365	26.0	0.0	3.0	0.0	2
HG03309	UNKNOWN	Other	0.00412	46.0	0.0	1.0	0.0	2
HG03310	UNKNOWN	Other	0.005225	34.0	0.0	3.0	0.0	3
HG03311	ESN	African	0.004022	33.0	0.0	3.0	0.0	2
HG03312	UNKNOWN	Other	0.002017	24.0	1.0	1.0	0.5	1
HG03313	ESN	African	0.002718	47.0	0.0	4.0	0.0	2
HG03314	UNKNOWN	Other	0.001612	27.0	0.0	2.0	0.0	1
HG03342	ESN	African	0.001356	34.0	0.0	0.0	0.0	1
HG03343	ESN	African	0.000877	23.0	0.0	2.0	0.0	1
HG03344	UNKNOWN	Other	0.00084	19.0	0.0	0.0	0.0	1
HG03350	UNKNOWN	Other	0.002563	25.0	0.0	3.0	0.0	2
HG03351	ESN	African	0.001384	30.0	0.0	0.0	0.0	1
HG03352	ESN	African	0.00342	35.0	0.0	4.0	0.0	2
HG03354	ESN	African	0.000875	37.0	0.0	3.0	0.0	1
HG03363	ESN	African	0.002114	39.0	1.0	5.0	0.1667	1
HG03366	ESN	African	0.001094	28.0	0.0	1.0	0.0	1
HG03367	ESN	African	0.006383	25.0	2.0	1.0	1.0	3
HG03368	UNKNOWN	Other	0.001768	27.0	1.0	2.0	0.3333	1
HG03369	ESN	African	0.001884	45.0	0.0	1.0	0.0	1
HG03370	ESN	African	0.00083	29.0	0.0	4.0	0.0	1
HG03371	UNKNOWN	Other	0.001994	35.0	0.0	2.0	0.0	1
HG03372	ESN	African	0.00055	41.0	0.0	1.0	0.0	1
HG03373	UNKNOWN	Other	0.000969	34.0	0.0	2.0	0.0	1
HG03374	UNKNOWN	Other	0.001749	38.0	0.0	3.0	0.0	1
HG03376	MSL	African	0.006194	42.0	1.0	2.0	0.3333	3
HG03378	MSL	African	0.000955	28.0	0.0	0.0	0.0	1
HG03380	MSL	African	0.002435	33.0	1.0	6.0	0.1429	2
HG03382	MSL	African	0.00306	47.0	0.0	3.0	0.0	2
HG03385	MSL	African	0.007738	31.0	1.0	0.0	1.0	3
HG03388	MSL	African	0.006601	31.0	1.0	2.0	0.3333	3
HG03391	MSL	African	0.001205	50.0	1.0	3.0	0.25	1
HG03394	MSL	African	0.0041	18.0	0.0	1.0	0.0	2
HG03397	MSL	African	0.004565	35.0	1.0	2.0	0.3333	2
HG03401	MSL	African	0.003847	39.0	0.0	1.0	0.0	2
HG03410	MSL	African	0.003167	29.0	0.0	1.0	0.0	2
HG03419	MSL	African	0.003901	43.0	0.0	0.0	0.0	2
HG03428	MSL	African	0.002768	38.0	0.0	2.0	0.0	2
HG03432	MSL	African	0.002535	34.0	1.0	3.0	0.25	2
HG03433	MSL	African	0.004487	32.0	0.0	3.0	0.0	2
HG03436	MSL	African	0.004507	38.0	1.0	2.0	0.3333	2
HG03437	MSL	African	0.003148	48.0	0.0	2.0	0.0	2
HG03438	UNKNOWN	Other	0.002936	45.0	0.0	3.0	0.0	2
HG03439	MSL	African	0.003933	49.0	1.0	1.0	0.5	2
HG03442	MSL	African	0.004781	36.0	2.0	3.0	0.5	2
HG03445	MSL	African	0.00567	44.0	1.0	0.0	1.0	3
HG03446	MSL	African	0.005838	32.0	0.0	1.0	0.0	3
HG03449	MSL	African	0.002573	38.0	0.0	2.0	0.0	2
HG03451	MSL	African	0.00272	32.0	0.0	1.0	0.0	2
HG03452	MSL	African	0.002125	43.0	1.0	3.0	0.25	1
HG03453	UNKNOWN	Other	0.001543	29.0	0.0	2.0	0.0	1
HG03454	UNKNOWN	Other	0.003755	35.0	0.0	5.0	0.0	2
HG03455	MSL	African	0.004063	26.0	1.0	0.0	1.0	2
HG03456	UNKNOWN	Other	0.005215	24.0	0.0	3.0	0.0	3
HG03457	MSL	African	0.003785	28.0	0.0	3.0	0.0	2
HG03458	MSL	African	0.001769	36.0	0.0	3.0	0.0	1
HG03460	MSL	African	0.00593	29.0	0.0	2.0	0.0	3
HG03461	MSL	African	0.001181	39.0	1.0	2.0	0.3333	1
HG03464	MSL	African	0.002538	38.0	2.0	1.0	1.0	2
HG03469	MSL	African	0.005384	45.0	1.0	3.0	0.25	3
HG03470	MSL	African	0.002181	32.0	2.0	3.0	0.5	1
HG03472	MSL	African	0.003587	24.0	0.0	0.0	0.0	2
HG03473	MSL	African	0.001239	48.0	0.0	5.0	0.0	1
HG03476	MSL	African	0.001201	35.0	1.0	2.0	0.3333	1
HG03478	MSL	African	0.003434	41.0	0.0	2.0	0.0	2
HG03479	MSL	African	0.003135	24.0	2.0	0.0	2.0	2
HG03480	UNKNOWN	Other	0.002333	36.0	2.0	2.0	0.6667	1
HG03484	MSL	African	0.001448	39.0	2.0	2.0	0.6667	1
HG03485	MSL	African	0.004537	26.0	0.0	0.0	0.0	2
HG03486	UNKNOWN	Other	0.009656	29.0	1.0	0.0	1.0	4
HG03487	UNKNOWN	Other	0.000881	17.0	0.0	0.0	0.0	1
HG03488	PJL	South_Asian	0.004877	31.0	2.0	0.0	2.0	2
HG03489	UNKNOWN	Other	0.001165	10.0	1.0	0.0	1.0	1
HG03490	PJL	South_Asian	0.008653	24.0	1.0	1.0	0.5	4
HG03491	PJL	South_Asian	0.003482	25.0	0.0	0.0	0.0	2
HG03492	UNKNOWN	Other	0.001179	28.0	1.0	0.0	1.0	1
HG03499	ESN	African	0.004877	46.0	1.0	1.0	0.5	2
HG03511	ESN	African	0.002431	33.0	0.0	2.0	0.0	2
HG03514	ESN	African	0.0015	28.0	0.0	2.0	0.0	1
HG03515	ESN	African	0.007789	39.0	0.0	2.0	0.0	3
HG03516	UNKNOWN	Other	0.000644	22.0	0.0	1.0	0.0	1
HG03517	ESN	African	0.001126	25.0	1.0	0.0	1.0	1
HG03518	ESN	African	0.001362	36.0	1.0	3.0	0.25	1
HG03519	UNKNOWN	Other	0.00037	23.0	0.0	1.0	0.0	1
HG03520	ESN	African	0.000417	26.0	0.0	1.0	0.0	1
HG03521	ESN	African	0.00112	39.0	0.0	4.0	0.0	1
HG03522	UNKNOWN	Other	0.000376	24.0	0.0	2.0	0.0	1
HG03538	GWD	African	0.004877	26.0	1.0	0.0	1.0	2
HG03539	GWD	African	0.001513	37.0	0.0	2.0	0.0	1
HG03540	UNKNOWN	Other	0.001389	24.0	0.0	1.0	0.0	1
HG03547	MSL	African	0.00416	39.0	1.0	2.0	0.3333	2
HG03548	MSL	African	0.003668	42.0	1.0	2.0	0.3333	2
HG03556	MSL	African	0.003226	27.0	0.0	2.0	0.0	2
HG03557	MSL	African	0.005912	63.0	0.0	2.0	0.0	3
HG03558	MSL	African	0.001846	45.0	1.0	3.0	0.25	1
HG03559	MSL	African	0.005944	39.0	1.0	1.0	0.5	3
HG03563	MSL	African	0.001609	33.0	3.0	2.0	1.0	1
HG03565	MSL	African	0.002779	54.0	2.0	3.0	0.5	2
HG03567	MSL	African	0.002862	31.0	0.0	3.0	0.0	2
HG03571	MSL	African	0.002638	40.0	1.0	3.0	0.25	2
HG03572	MSL	African	0.003534	29.0	0.0	1.0	0.0	2
HG03574	UNKNOWN	Other	0.0037	50.0	0.0	4.0	0.0	2
HG03575	MSL	African	0.003069	35.0	0.0	5.0	0.0	2
HG03576	UNKNOWN	Other	0.003704	35.0	0.0	4.0	0.0	2
HG03577	MSL	African	0.001939	42.0	1.0	2.0	0.3333	1
HG03578	MSL	African	0.004059	30.0	1.0	0.0	1.0	2
HG03579	UNKNOWN	Other	0.002957	35.0	1.0	1.0	0.5	2
HG03582	UNKNOWN	Other	0.001737	28.0	1.0	0.0	1.0	1
HG03583	MSL	African	0.003477	44.0	1.0	2.0	0.3333	2
HG03584	UNKNOWN	Other	0.009626	37.0	0.0	2.0	0.0	4
HG03585	BEB	South_Asian	0.006207	20.0	0.0	1.0	0.0	3
HG03589	BEB	South_Asian	0.00858	18.0	0.0	0.0	0.0	3
HG03593	BEB	South_Asian	0.007237	22.0	0.0	1.0	0.0	3
HG03594	BEB	South_Asian	0.007092	26.0	0.0	1.0	0.0	3
HG03595	BEB	South_Asian	0.003593	20.0	0.0	0.0	0.0	2
HG03596	UNKNOWN	Other	0.004024	11.0	0.0	0.0	0.0	2
HG03598	BEB	South_Asian	0.003337	15.0	0.0	1.0	0.0	2
HG03600	BEB	South_Asian	0.005655	16.0	0.0	3.0	0.0	3
HG03603	BEB	South_Asian	0.003742	21.0	1.0	0.0	1.0	2
HG03604	BEB	South_Asian	0.006615	27.0	0.0	1.0	0.0	3
HG03605	UNKNOWN	Other	0.005921	13.0	1.0	0.0	1.0	3
HG03606	UNKNOWN	Other	0.002897	17.0	1.0	0.0	1.0	2
HG03607	BEB	South_Asian	0.004329	12.0	0.0	0.0	0.0	2
HG03611	BEB	South_Asian	0.004192	39.0	0.0	3.0	0.0	2
HG03615	BEB	South_Asian	0.042083	17.0	0.0	2.0	0.0	4
HG03616	BEB	South_Asian	0.003354	33.0	0.0	2.0	0.0	2
HG03617	UNKNOWN	Other	0.00373	20.0	0.0	4.0	0.0	2
HG03618	UNKNOWN	Other	0.002836	11.0	2.0	0.0	2.0	2
HG03619	PJL	South_Asian	0.005156	15.0	0.0	1.0	0.0	3
HG03620	UNKNOWN	Other	0.004877	15.0	2.0	1.0	1.0	2
HG03624	PJL	South_Asian	0.001138	20.0	0.0	1.0	0.0	1
HG03625	PJL	South_Asian	0.033122	25.0	0.0	2.0	0.0	4
HG03626	UNKNOWN	Other	0.00037	20.0	0.0	2.0	0.0	1
HG03629	PJL	South_Asian	0.000786	21.0	1.0	1.0	0.5	1
HG03631	PJL	South_Asian	0.000771	16.0	0.0	0.0	0.0	1
HG03633	UNKNOWN	Other	0.004666	23.0	1.0	0.0	1.0	2
HG03634	PJL	South_Asian	0.001183	34.0	0.0	1.0	0.0	1
HG03635	UNKNOWN	Other	0.000474	23.0	1.0	1.0	0.5	1
HG03636	PJL	South_Asian	0.001816	17.0	0.0	3.0	0.0	1
HG03639	UNKNOWN	Other	0.005095	25.0	0.0	1.0	0.0	3
HG03640	PJL	South_Asian	0.003675	13.0	0.0	1.0	0.0	2
HG03641	UNKNOWN	Other	0.003241	18.0	0.0	2.0	0.0	2
HG03642	STU	South_Asian	0.004122	28.0	1.0	1.0	0.5	2
HG03643	STU	South_Asian	0.009807	16.0	0.0	3.0	0.0	4
HG03644	STU	South_Asian	0.005002	18.0	0.0	0.0	0.0	3
HG03645	STU	South_Asian	0.005482	24.0	1.0	0.0	1.0	3
HG03646	STU	South_Asian	0.004199	22.0	0.0	1.0	0.0	2
HG03649	PJL	South_Asian	0.000364	24.0	0.0	1.0	0.0	1
HG03650	UNKNOWN	Other	0.004877	19.0	0.0	1.0	0.0	2
HG03651	UNKNOWN	Other	0.000363	17.0	0.0	1.0	0.0	1
HG03652	PJL	South_Asian	0.000796	20.0	0.0	0.0	0.0	1
HG03653	PJL	South_Asian	0.000381	24.0	0.0	1.0	0.0	1
HG03654	UNKNOWN	Other	0.004877	16.0	0.0	1.0	0.0	2
HG03660	PJL	South_Asian	0.001612	15.0	0.0	0.0	0.0	1
HG03663	PJL	South_Asian	0.002282	19.0	0.0	0.0	0.0	1
HG03667	PJL	South_Asian	0.005872	17.0	0.0	0.0	0.0	3
HG03668	PJL	South_Asian	0.000471	25.0	0.0	1.0	0.0	1
HG03669	UNKNOWN	Other	0.000393	20.0	0.0	1.0	0.0	1
HG03672	STU	South_Asian	0.036492	20.0	0.0	1.0	0.0	4
HG03673	STU	South_Asian	0.003358	15.0	1.0	0.0	1.0	2
HG03679	STU	South_Asian	0.023189	13.0	1.0	0.0	1.0	4
HG03680	STU	South_Asian	0.007776	12.0	0.0	0.0	0.0	3
HG03681	STU	South_Asian	0.017097	31.0	0.0	0.0	0.0	4
HG03682	UNKNOWN	Other	0.01291	27.0	1.0	1.0	0.5	4
HG03683	UNKNOWN	Other	0.005596	18.0	0.0	1.0	0.0	3
HG03684	STU	South_Asian	0.020125	17.0	0.0	1.0	0.0	4
HG03685	STU	South_Asian	0.01075	17.0	0.0	1.0	0.0	4
HG03686	STU	South_Asian	0.028297	20.0	0.0	2.0	0.0	4
HG03687	STU	South_Asian	0.039437	15.0	0.0	0.0	0.0	4
HG03688	UNKNOWN	Other	0.007234	22.0	0.0	3.0	0.0	3
HG03689	STU	South_Asian	0.042874	18.0	0.0	2.0	0.0	4
HG03690	STU	South_Asian	0.093769	18.0	1.0	3.0	0.25	4
HG03691	STU	South_Asian	0.00548	30.0	1.0	2.0	0.3333	3
HG03692	STU	South_Asian	0.024351	16.0	1.0	1.0	0.5	4
HG03693	STU	South_Asian	0.017317	16.0	0.0	0.0	0.0	4
HG03694	STU	South_Asian	0.003101	26.0	1.0	2.0	0.3333	2
HG03695	STU	South_Asian	0.027351	22.0	0.0	0.0	0.0	4
HG03696	STU	South_Asian	0.140643	16.0	1.0	1.0	0.5	4
HG03697	STU	South_Asian	0.021848	9.0	0.0	0.0	0.0	4
HG03698	STU	South_Asian	0.014924	15.0	1.0	0.0	1.0	4
HG03699	UNKNOWN	Other	0.004877	19.0	0.0	1.0	0.0	2
HG03700	UNKNOWN	Other	0.004877	15.0	0.0	0.0	0.0	2
HG03701	UNKNOWN	Other	0.000377	15.0	0.0	1.0	0.0	1
HG03702	PJL	South_Asian	0.004877	22.0	0.0	0.0	0.0	2
HG03703	PJL	South_Asian	0.000451	22.0	0.0	1.0	0.0	1
HG03704	UNKNOWN	Other	0.004877	26.0	0.0	1.0	0.0	2
HG03705	PJL	South_Asian	0.001	26.0	1.0	2.0	0.3333	1
HG03706	PJL	South_Asian	0.002705	16.0	0.0	1.0	0.0	2
HG03707	UNKNOWN	Other	0.001739	18.0	1.0	1.0	0.5	1
HG03708	PJL	South_Asian	0.000362	21.0	0.0	1.0	0.0	1
HG03709	PJL	South_Asian	0.004877	23.0	0.0	0.0	0.0	2
HG03710	UNKNOWN	Other	0.004877	17.0	0.0	1.0	0.0	2
HG03711	STU	South_Asian	0.045768	20.0	0.0	2.0	0.0	4
HG03713	ITU	South_Asian	0.014544	47.0	0.0	0.0	0.0	4
HG03714	ITU	South_Asian	0.00777	10.0	0.0	0.0	0.0	3
HG03716	ITU	South_Asian	0.008303	22.0	0.0	1.0	0.0	3
HG03717	ITU	South_Asian	0.020379	18.0	0.0	0.0	0.0	4
HG03718	ITU	South_Asian	0.016682	22.0	0.0	0.0	0.0	4
HG03719	UNKNOWN	Other	0.004562	12.0	0.0	1.0	0.0	2
HG03720	ITU	South_Asian	0.010712	20.0	0.0	0.0	0.0	4
HG03721	UNKNOWN	Other	0.022122	24.0	0.0	2.0	0.0	4
HG03722	ITU	South_Asian	0.04949	17.0	0.0	2.0	0.0	4
HG03725	UNKNOWN	Other	0.006221	31.0	0.0	1.0	0.0	3
HG03727	ITU	South_Asian	0.010151	24.0	0.0	0.0	0.0	4
HG03729	ITU	South_Asian	0.007498	11.0	0.0	1.0	0.0	3
HG03730	ITU	South_Asian	0.007471	19.0	1.0	0.0	1.0	3
HG03731	ITU	South_Asian	0.008943	29.0	0.0	6.0	0.0	4
HG03732	UNKNOWN	Other	0.010422	15.0	0.0	1.0	0.0	4
HG03733	STU	South_Asian	0.047532	21.0	1.0	0.0	1.0	4
HG03736	STU	South_Asian	0.006165	29.0	0.0	0.0	0.0	3
HG03738	STU	South_Asian	0.055695	17.0	0.0	0.0	0.0	4
HG03740	STU	South_Asian	0.07973	16.0	0.0	2.0	0.0	4
HG03741	STU	South_Asian	0.037337	18.0	0.0	0.0	0.0	4
HG03742	ITU	South_Asian	0.004884	29.0	0.0	2.0	0.0	3
HG03743	STU	South_Asian	0.025086	11.0	0.0	2.0	0.0	4
HG03744	STU	South_Asian	0.007024	16.0	0.0	2.0	0.0	3
HG03745	STU	South_Asian	0.0322	26.0	0.0	0.0	0.0	4
HG03746	STU	South_Asian	0.011413	15.0	0.0	1.0	0.0	4
HG03750	STU	South_Asian	0.017089	27.0	0.0	1.0	0.0	4
HG03752	STU	South_Asian	0.059209	25.0	0.0	1.0	0.0	4
HG03753	STU	South_Asian	0.014802	31.0	0.0	3.0	0.0	4
HG03754	STU	South_Asian	0.006898	15.0	0.0	1.0	0.0	3
HG03755	STU	South_Asian	0.008964	13.0	0.0	2.0	0.0	4
HG03756	STU	South_Asian	0.064466	18.0	0.0	1.0	0.0	4
HG03757	STU	South_Asian	0.004756	25.0	0.0	0.0	0.0	2
HG03760	STU	South_Asian	0.004884	21.0	1.0	1.0	0.5	3
HG03761	UNKNOWN	Other	0.000989	21.0	0.0	1.0	0.0	1
HG03762	PJL	South_Asian	0.000553	28.0	1.0	1.0	0.5	1
HG03763	UNKNOWN	Other	0.004877	21.0	1.0	1.0	0.5	2
HG03765	PJL	South_Asian	0.004877	29.0	0.0	1.0	0.0	2
HG03767	PJL	South_Asian	0.000425	17.0	0.0	0.0	0.0	1
HG03770	ITU	South_Asian	0.031465	24.0	0.0	1.0	0.0	4
HG03771	ITU	South_Asian	0.007281	21.0	0.0	1.0	0.0	3
HG03772	ITU	South_Asian	0.023951	23.0	0.0	0.0	0.0	4
HG03773	ITU	South_Asian	0.028356	29.0	0.0	0.0	0.0	4
HG03774	ITU	South_Asian	0.027553	17.0	0.0	2.0	0.0	4
HG03775	ITU	South_Asian	0.020813	15.0	0.0	0.0	0.0	4
HG03777	ITU	South_Asian	0.011048	22.0	0.0	1.0	0.0	4
HG03778	ITU	South_Asian	0.006102	13.0	0.0	1.0	0.0	3
HG03779	ITU	South_Asian	0.006733	19.0	0.0	1.0	0.0	3
HG03780	ITU	South_Asian	0.00517	28.0	0.0	2.0	0.0	3
HG03781	ITU	South_Asian	0.009039	16.0	0.0	1.0	0.0	4
HG03782	ITU	South_Asian	0.005799	18.0	0.0	0.0	0.0	3
HG03784	ITU	South_Asian	0.017129	16.0	0.0	1.0	0.0	4
HG03785	ITU	South_Asian	0.018131	23.0	0.0	0.0	0.0	4
HG03786	ITU	South_Asian	0.022459	16.0	0.0	1.0	0.0	4
HG03787	ITU	South_Asian	0.007228	26.0	0.0	1.0	0.0	3
HG03788	ITU	South_Asian	0.027268	35.0	0.0	1.0	0.0	4
HG03789	ITU	South_Asian	0.007425	23.0	2.0	0.0	2.0	3
HG03790	ITU	South_Asian	0.01364	20.0	0.0	1.0	0.0	4
HG03792	ITU	South_Asian	0.024541	20.0	0.0	0.0	0.0	4
HG03793	BEB	South_Asian	0.006367	17.0	1.0	2.0	0.3333	3
HG03794	UNKNOWN	Other	0.020248	33.0	1.0	0.0	1.0	4
HG03795	UNKNOWN	Other	0.005572	19.0	2.0	0.0	2.0	3
HG03796	BEB	South_Asian	0.003352	21.0	1.0	0.0	1.0	2
HG03797	UNKNOWN	Other	0.011937	24.0	0.0	0.0	0.0	4
HG03798	UNKNOWN	Other	0.005464	16.0	1.0	0.0	1.0	3
HG03799	UNKNOWN	Other	0.004005	20.0	0.0	2.0	0.0	2
HG03800	BEB	South_Asian	0.003907	24.0	0.0	2.0	0.0	2
HG03801	UNKNOWN	Other	0.010767	17.0	0.0	3.0	0.0	4
HG03802	BEB	South_Asian	0.01489	26.0	0.0	2.0	0.0	4
HG03803	BEB	South_Asian	0.007127	22.0	0.0	1.0	0.0	3
HG03804	UNKNOWN	Other	0.002971	19.0	0.0	1.0	0.0	2
HG03805	BEB	South_Asian	0.008402	25.0	0.0	1.0	0.0	3
HG03806	UNKNOWN	Other	0.004386	24.0	0.0	1.0	0.0	2
HG03807	UNKNOWN	Other	0.007266	25.0	0.0	0.0	0.0	3
HG03808	BEB	South_Asian	0.010359	23.0	0.0	2.0	0.0	4
HG03809	BEB	South_Asian	0.006303	32.0	2.0	0.0	2.0	3
HG03812	BEB	South_Asian	0.005517	20.0	0.0	1.0	0.0	3
HG03814	BEB	South_Asian	0.010554	20.0	0.0	3.0	0.0	4
HG03815	BEB	South_Asian	0.002313	19.0	0.0	1.0	0.0	1
HG03816	UNKNOWN	Other	0.005647	17.0	0.0	1.0	0.0	3
HG03817	BEB	South_Asian	0.027002	23.0	0.0	0.0	0.0	4
HG03821	BEB	South_Asian	0.004067	29.0	0.0	2.0	0.0	2
HG03823	BEB	South_Asian	0.003511	19.0	0.0	0.0	0.0	2
HG03824	BEB	South_Asian	0.013476	26.0	1.0	3.0	0.25	4
HG03825	UNKNOWN	Other	0.002561	13.0	1.0	0.0	1.0	2
HG03826	BEB	South_Asian	0.010825	15.0	0.0	0.0	0.0	4
HG03829	BEB	South_Asian	0.016964	24.0	0.0	1.0	0.0	4
HG03830	BEB	South_Asian	0.008317	18.0	0.0	0.0	0.0	3
HG03831	UNKNOWN	Other	0.00348	23.0	0.0	0.0	0.0	2
HG03832	BEB	South_Asian	0.003111	23.0	0.0	1.0	0.0	2
HG03833	BEB	South_Asian	0.004299	25.0	0.0	2.0	0.0	2
HG03834	UNKNOWN	Other	0.005728	18.0	0.0	3.0	0.0	3
HG03836	STU	South_Asian	0.055792	27.0	0.0	2.0	0.0	4
HG03837	STU	South_Asian	0.137722	20.0	0.0	3.0	0.0	4
HG03838	STU	South_Asian	0.05358	11.0	0.0	0.0	0.0	4
HG03844	STU	South_Asian	0.034801	16.0	0.0	0.0	0.0	4
HG03846	STU	South_Asian	0.001988	17.0	0.0	1.0	0.0	1
HG03848	STU	South_Asian	0.004952	12.0	0.0	0.0	0.0	3
HG03849	STU	South_Asian	0.011225	14.0	0.0	2.0	0.0	4
