sampleId	population	group	froh_genome	rare_missense_chr22	constrained_burden	divergent_burden	constrained_div_ratio	froh_quartile
NA19185	YRI	African	0.001601	35.0	0.0	3.0	0.0	1
NA19186	UNKNOWN	Other	0.002111	30.0	0.0	4.0	0.0	1
NA19189	YRI	African	0.004988	27.0	2.0	0.0	2.0	3
NA19190	YRI	African	0.001877	26.0	0.0	2.0	0.0	1
NA19191	UNKNOWN	Other	0.002052	24.0	1.0	2.0	0.3333	1
NA19197	YRI	African	0.001292	30.0	1.0	1.0	0.5	1
NA19198	YRI	African	0.000927	37.0	0.0	2.0	0.0	1
NA19199	UNKNOWN	Other	0.000842	39.0	0.0	0.0	0.0	1
NA19200	YRI	African	0.002564	28.0	1.0	1.0	0.5	2
NA19201	YRI	African	0.000977	48.0	1.0	2.0	0.3333	1
NA19202	UNKNOWN	Other	0.001951	30.0	1.0	1.0	0.5	1
NA19203	UNKNOWN	Other	0.004877	14.0	0.0	2.0	0.0	2
NA19204	YRI	African	0.001242	37.0	0.0	2.0	0.0	1
NA19205	UNKNOWN	Other	0.001598	17.0	0.0	1.0	0.0	1
NA19206	YRI	African	0.0021	31.0	0.0	5.0	0.0	1
NA19207	YRI	African	0.001106	53.0	3.0	0.0	3.0	1
NA19208	UNKNOWN	Other	0.001157	39.0	1.0	3.0	0.25	1
NA19209	YRI	African	0.000454	33.0	0.0	2.0	0.0	1
NA19210	YRI	African	0.004877	37.0	2.0	3.0	0.5	2
NA19211	UNKNOWN	Other	0.001773	33.0	2.0	2.0	0.6667	1
NA19213	YRI	African	0.004877	18.0	0.0	3.0	0.0	2
NA19214	YRI	African	0.004877	37.0	1.0	2.0	0.3333	2
NA19215	UNKNOWN	Other	0.000593	24.0	0.0	3.0	0.0	1
NA19221	UNKNOWN	Other	0.002123	38.0	1.0	1.0	0.5	1
NA19222	YRI	African	0.003026	53.0	1.0	2.0	0.3333	2
NA19223	YRI	African	0.002318	28.0	1.0	1.0	0.5	1
NA19224	UNKNOWN	Other	0.008208	31.0	0.0	1.0	0.0	3
NA19225	YRI	African	0.000837	45.0	2.0	6.0	0.2857	1
NA19226	UNKNOWN	Other	0.000988	36.0	0.0	1.0	0.0	1
NA19235	YRI	African	0.002162	31.0	0.0	2.0	0.0	1
NA19236	YRI	African	0.000355	34.0	1.0	3.0	0.25	1
NA19237	UNKNOWN	Other	0.002162	21.0	0.0	2.0	0.0	1
NA19238	YRI	African	0.000745	30.0	1.0	1.0	0.5	1
NA19239	YRI	African	0.000411	29.0	1.0	0.0	1.0	1
NA19240	UNKNOWN	Other	0.001114	29.0	1.0	0.0	1.0	1
NA19247	YRI	African	0.000776	33.0	0.0	0.0	0.0	1
NA19248	YRI	African	0.000379	37.0	0.0	5.0	0.0	1
NA19249	UNKNOWN	Other	0.004877	32.0	0.0	2.0	0.0	2
NA19256	YRI	African	0.000895	32.0	0.0	1.0	0.0	1
NA19257	YRI	African	0.000771	26.0	0.0	2.0	0.0	1
NA19258	UNKNOWN	Other	0.001595	27.0	0.0	2.0	0.0	1
NA19307	LWK	African	0.004505	40.0	0.0	0.0	0.0	2
NA19308	LWK	African	0.002814	31.0	0.0	1.0	0.0	2
NA19309	LWK	African	0.004713	26.0	0.0	2.0	0.0	2
NA19310	LWK	African	0.007156	33.0	0.0	1.0	0.0	3
NA19312	LWK	African	0.005219	46.0	0.0	1.0	0.0	3
NA19314	LWK	African	0.005877	38.0	0.0	1.0	0.0	3
NA19315	LWK	African	0.006919	40.0	0.0	0.0	0.0	3
NA19316	LWK	African	0.007929	24.0	0.0	2.0	0.0	3
NA19317	LWK	African	0.009309	33.0	0.0	1.0	0.0	4
NA19318	LWK	African	0.005333	47.0	0.0	4.0	0.0	3
NA19319	LWK	African	0.0068	20.0	1.0	1.0	0.5	3
NA19320	LWK	African	0.003644	46.0	0.0	2.0	0.0	2
NA19321	LWK	African	0.005155	36.0	1.0	2.0	0.3333	3
NA19323	LWK	African	0.006147	32.0	0.0	1.0	0.0	3
NA19324	LWK	African	0.005088	33.0	1.0	4.0	0.2	3
NA19327	LWK	African	0.004141	44.0	0.0	4.0	0.0	2
NA19328	LWK	African	0.016421	26.0	0.0	4.0	0.0	4
NA19331	LWK	African	0.005547	40.0	2.0	2.0	0.6667	3
NA19332	LWK	African	0.005549	38.0	1.0	0.0	1.0	3
NA19334	LWK	African	0.00672	55.0	2.0	1.0	1.0	3
NA19338	LWK	African	0.003449	42.0	1.0	1.0	0.5	2
NA19346	LWK	African	0.006634	51.0	0.0	2.0	0.0	3
NA19347	LWK	African	0.005109	40.0	0.0	2.0	0.0	3
NA19350	LWK	African	0.005148	40.0	0.0	0.0	0.0	3
NA19351	LWK	African	0.007116	34.0	0.0	1.0	0.0	3
NA19355	LWK	African	0.006371	37.0	3.0	0.0	3.0	3
NA19360	LWK	African	0.004586	45.0	0.0	3.0	0.0	2
NA19372	LWK	African	0.010804	44.0	0.0	3.0	0.0	4
NA19374	LWK	African	0.005375	34.0	0.0	0.0	0.0	3
NA19375	LWK	African	0.011457	29.0	0.0	3.0	0.0	4
NA19376	LWK	African	0.005141	34.0	0.0	2.0	0.0	3
NA19377	LWK	African	0.006034	24.0	0.0	2.0	0.0	3
NA19378	LWK	African	0.00367	28.0	0.0	1.0	0.0	2
NA19379	LWK	African	0.007211	32.0	1.0	1.0	0.5	3
NA19380	LWK	African	0.004065	36.0	0.0	0.0	0.0	2
NA19383	LWK	African	0.007425	45.0	0.0	3.0	0.0	3
NA19384	LWK	African	0.005532	33.0	1.0	1.0	0.5	3
NA19385	LWK	African	0.004741	38.0	0.0	2.0	0.0	2
NA19390	LWK	African	0.002425	46.0	0.0	5.0	0.0	2
NA19391	LWK	African	0.00669	37.0	1.0	2.0	0.3333	3
NA19393	LWK	African	0.004458	40.0	0.0	2.0	0.0	2
NA19394	LWK	African	0.004154	34.0	0.0	1.0	0.0	2
NA19395	LWK	African	0.004885	56.0	0.0	2.0	0.0	3
NA19397	LWK	African	0.009338	29.0	1.0	2.0	0.3333	4
NA19399	LWK	African	0.009483	44.0	2.0	1.0	1.0	4
NA19401	LWK	African	0.009738	30.0	0.0	0.0	0.0	4
NA19403	LWK	African	0.005422	33.0	0.0	2.0	0.0	3
NA19404	LWK	African	0.005596	33.0	0.0	1.0	0.0	3
NA19428	LWK	African	0.004779	71.0	0.0	1.0	0.0	2
NA19429	LWK	African	0.003171	37.0	0.0	2.0	0.0	2
NA19430	LWK	African	0.003288	39.0	1.0	4.0	0.2	2
NA19431	LWK	African	0.005199	33.0	1.0	3.0	0.25	3
NA19434	LWK	African	0.006334	30.0	0.0	0.0	0.0	3
NA19435	LWK	African	0.008549	37.0	0.0	7.0	0.0	3
NA19436	LWK	African	0.005896	31.0	0.0	1.0	0.0	3
NA19437	LWK	African	0.005332	34.0	1.0	1.0	0.5	3
NA19438	LWK	African	0.005731	23.0	0.0	2.0	0.0	3
NA19439	LWK	African	0.004272	31.0	0.0	1.0	0.0	2
NA19440	LWK	African	0.006892	37.0	1.0	2.0	0.3333	3
NA19443	LWK	African	0.005351	32.0	0.0	1.0	0.0	3
NA19445	LWK	African	0.004543	39.0	0.0	0.0	0.0	2
NA19446	LWK	African	0.01122	29.0	1.0	1.0	0.5	4
NA19448	LWK	African	0.008102	27.0	1.0	1.0	0.5	3
NA19449	LWK	African	0.002901	38.0	2.0	1.0	1.0	2
NA19451	LWK	African	0.011357	42.0	0.0	7.0	0.0	4
NA19452	LWK	African	0.00343	32.0	0.0	3.0	0.0	2
NA19454	LWK	African	0.006755	52.0	0.0	2.0	0.0	3
NA19455	LWK	African	0.00265	40.0	3.0	4.0	0.6	2
NA19456	LWK	African	0.002336	44.0	0.0	0.0	0.0	1
NA19457	LWK	African	0.007414	41.0	1.0	1.0	0.5	3
NA19461	LWK	African	0.005022	38.0	1.0	1.0	0.5	3
NA19462	LWK	African	0.006319	41.0	0.0	1.0	0.0	3
NA19463	LWK	African	0.004622	31.0	0.0	1.0	0.0	2
NA19466	LWK	African	0.00365	36.0	0.0	1.0	0.0	2
NA19467	LWK	African	0.002954	25.0	1.0	1.0	0.5	2
NA19468	LWK	African	0.001314	48.0	0.0	0.0	0.0	1
NA19471	LWK	African	0.002627	43.0	0.0	0.0	0.0	2
NA19472	LWK	African	0.00163	29.0	0.0	1.0	0.0	1
NA19473	LWK	African	0.003536	54.0	2.0	1.0	1.0	2
NA19474	LWK	African	0.004241	61.0	1.0	4.0	0.2	2
NA19475	LWK	African	0.001341	25.0	0.0	0.0	0.0	1
NA19625	ASW	African	0.002055	26.0	0.0	0.0	0.0	1
NA19648	MXL	American	0.043244	16.0	0.0	0.0	0.0	4
NA19649	MXL	American	0.027397	17.0	1.0	0.0	1.0	4
NA19650	UNKNOWN	Other	0.011179	8.0	1.0	0.0	1.0	4
NA19651	MXL	American	0.00912	10.0	0.0	1.0	0.0	4
NA19652	MXL	American	0.004838	17.0	0.0	1.0	0.0	2
NA19653	UNKNOWN	Other	0.018565	11.0	0.0	2.0	0.0	4
NA19654	MXL	American	0.014532	16.0	0.0	1.0	0.0	4
NA19655	MXL	American	0.008999	21.0	0.0	1.0	0.0	4
NA19656	UNKNOWN	Other	0.004998	11.0	0.0	1.0	0.0	3
NA19657	MXL	American	0.012433	18.0	0.0	1.0	0.0	4
NA19658	MXL	American	0.005008	13.0	1.0	0.0	1.0	3
NA19659	UNKNOWN	Other	0.010684	11.0	0.0	1.0	0.0	4
NA19660	UNKNOWN	Other	0.010199	29.0	0.0	1.0	0.0	4
NA19661	MXL	American	0.008676	17.0	0.0	1.0	0.0	4
NA19662	UNKNOWN	Other	0.01076	22.0	0.0	2.0	0.0	4
NA19663	MXL	American	0.016558	8.0	0.0	0.0	0.0	4
NA19664	MXL	American	0.011531	19.0	0.0	2.0	0.0	4
NA19665	UNKNOWN	Other	0.014396	12.0	0.0	0.0	0.0	4
NA19669	MXL	American	0.019225	17.0	0.0	0.0	0.0	4
NA19670	MXL	American	0.013716	27.0	0.0	1.0	0.0	4
NA19671	UNKNOWN	Other	0.008289	24.0	0.0	1.0	0.0	3
NA19675	UNKNOWN	Other	0.005219	16.0	0.0	0.0	0.0	3
NA19676	MXL	American	0.007689	10.0	0.0	0.0	0.0	3
NA19677	UNKNOWN	Other	0.004877	11.0	0.0	0.0	0.0	2
NA19678	MXL	American	0.003995	13.0	1.0	0.0	1.0	2
NA19679	MXL	American	0.074476	15.0	0.0	1.0	0.0	4
NA19680	UNKNOWN	Other	0.005233	13.0	0.0	0.0	0.0	3
NA19681	MXL	American	0.015276	17.0	2.0	2.0	0.6667	4
NA19682	MXL	American	0.011701	12.0	0.0	0.0	0.0	4
NA19683	UNKNOWN	Other	0.008072	15.0	2.0	1.0	1.0	3
NA19684	MXL	American	0.007016	18.0	0.0	1.0	0.0	3
NA19685	UNKNOWN	Other	0.00694	21.0	0.0	2.0	0.0	3
NA19686	UNKNOWN	Other	0.008116	12.0	0.0	1.0	0.0	3
NA19700	ASW	African	0.001031	30.0	0.0	3.0	0.0	1
NA19701	ASW	African	0.00084	49.0	2.0	4.0	0.4	1
NA19702	UNKNOWN	Other	0.002471	34.0	1.0	4.0	0.2	2
NA19703	ASW	African	0.002834	33.0	0.0	5.0	0.0	2
NA19704	ASW	African	0.000377	22.0	0.0	1.0	0.0	1
NA19705	UNKNOWN	Other	0.00179	29.0	0.0	4.0	0.0	1
NA19707	ASW	African	0.003017	26.0	0.0	2.0	0.0	2
NA19711	ASW	African	0.004957	38.0	1.0	0.0	1.0	3
NA19712	ASW	African	0.004139	22.0	0.0	0.0	0.0	2
NA19713	ASW	African	0.004459	16.0	0.0	1.0	0.0	2
NA19716	MXL	American	0.016483	12.0	0.0	0.0	0.0	4
NA19717	MXL	American	0.01025	8.0	0.0	1.0	0.0	4
NA19718	UNKNOWN	Other	0.011408	10.0	0.0	1.0	0.0	4
NA19719	MXL	American	0.006825	20.0	0.0	0.0	0.0	3
NA19720	MXL	American	0.012068	10.0	0.0	0.0	0.0	4
NA19721	UNKNOWN	Other	0.010531	15.0	0.0	0.0	0.0	4
NA19722	MXL	American	0.0083	18.0	0.0	1.0	0.0	3
NA19723	MXL	American	0.009321	11.0	0.0	1.0	0.0	4
NA19724	UNKNOWN	Other	0.009363	14.0	0.0	2.0	0.0	4
NA19725	MXL	American	0.010066	23.0	0.0	0.0	0.0	4
NA19726	MXL	American	0.014084	24.0	0.0	1.0	0.0	4
NA19727	UNKNOWN	Other	0.007166	19.0	0.0	1.0	0.0	3
NA19728	MXL	American	0.035609	17.0	0.0	0.0	0.0	4
NA19729	MXL	American	0.02677	27.0	1.0	2.0	0.3333	4
NA19730	UNKNOWN	Other	0.026863	14.0	1.0	0.0	1.0	4
NA19731	MXL	American	0.026293	15.0	0.0	0.0	0.0	4
NA19732	MXL	American	0.056982	11.0	0.0	0.0	0.0	4
NA19733	UNKNOWN	Other	0.038398	15.0	0.0	0.0	0.0	4
NA19734	MXL	American	0.012856	16.0	0.0	0.0	0.0	4
NA19735	MXL	American	0.027091	9.0	0.0	1.0	0.0	4
NA19740	MXL	American	0.019534	16.0	1.0	1.0	0.5	4
NA19741	MXL	American	0.022331	9.0	0.0	0.0	0.0	4
NA19746	MXL	American	0.016215	20.0	0.0	0.0	0.0	4
NA19747	MXL	American	0.008304	18.0	0.0	0.0	0.0	3
NA19748	UNKNOWN	Other	0.015044	20.0	0.0	0.0	0.0	4
NA19749	MXL	American	0.007241	10.0	1.0	0.0	1.0	3
NA19750	MXL	American	0.00823	21.0	1.0	0.0	1.0	3
NA19751	UNKNOWN	Other	0.004835	14.0	0.0	0.0	0.0	2
NA19752	MXL	American	0.00596	14.0	0.0	1.0	0.0	3
NA19755	MXL	American	0.007173	16.0	0.0	1.0	0.0	3
NA19756	MXL	American	0.005026	12.0	0.0	0.0	0.0	3
NA19757	UNKNOWN	Other	0.010682	16.0	0.0	1.0	0.0	4
NA19758	MXL	American	0.008385	11.0	0.0	1.0	0.0	3
NA19759	MXL	American	0.006204	12.0	0.0	0.0	0.0	3
NA19760	UNKNOWN	Other	0.006746	8.0	0.0	1.0	0.0	3
NA19761	MXL	American	0.002664	9.0	0.0	2.0	0.0	2
NA19762	MXL	American	0.003081	16.0	0.0	2.0	0.0	2
NA19763	UNKNOWN	Other	0.005927	15.0	0.0	1.0	0.0	3
NA19764	MXL	American	0.003252	5.0	0.0	0.0	0.0	2
NA19770	MXL	American	0.004087	16.0	0.0	0.0	0.0	2
NA19771	MXL	American	0.003849	14.0	0.0	1.0	0.0	2
NA19772	UNKNOWN	Other	0.002397	11.0	0.0	1.0	0.0	2
NA19773	MXL	American	0.001602	20.0	0.0	0.0	0.0	1
NA19774	MXL	American	0.002696	30.0	0.0	2.0	0.0	2
NA19775	UNKNOWN	Other	0.001444	22.0	0.0	2.0	0.0	1
NA19776	MXL	American	0.000949	16.0	0.0	1.0	0.0	1
NA19777	MXL	American	0.000435	16.0	0.0	1.0	0.0	1
NA19778	UNKNOWN	Other	0.000789	15.0	0.0	2.0	0.0	1
NA19779	MXL	American	0.001099	20.0	1.0	0.0	1.0	1
NA19780	MXL	American	0.007091	16.0	0.0	0.0	0.0	3
NA19781	UNKNOWN	Other	0.000827	17.0	1.0	0.0	1.0	1
NA19782	MXL	American	0.000848	18.0	0.0	0.0	0.0	1
NA19783	MXL	American	0.00713	14.0	0.0	1.0	0.0	3
NA19784	UNKNOWN	Other	0.00352	14.0	0.0	1.0	0.0	2
NA19785	MXL	American	0.003466	16.0	0.0	0.0	0.0	2
NA19786	MXL	American	0.004837	7.0	0.0	1.0	0.0	2
NA19787	UNKNOWN	Other	0.003733	10.0	0.0	0.0	0.0	2
NA19788	MXL	American	0.003973	14.0	1.0	1.0	0.5	2
NA19789	MXL	American	0.000784	17.0	0.0	1.0	0.0	1
NA19790	UNKNOWN	Other	0.001154	11.0	0.0	2.0	0.0	1
NA19792	MXL	American	0.001279	21.0	0.0	1.0	0.0	1
NA19794	MXL	American	0.000358	11.0	1.0	1.0	0.5	1
NA19795	MXL	American	0.001565	8.0	1.0	0.0	1.0	1
NA19796	UNKNOWN	Other	0.004045	7.0	0.0	1.0	0.0	2
NA19818	ASW	African	0.003464	33.0	0.0	1.0	0.0	2
NA19819	ASW	African	0.00315	36.0	1.0	2.0	0.3333	2
NA19828	UNKNOWN	Other	0.003369	36.0	1.0	1.0	0.5	2
NA19834	ASW	African	0.001239	23.0	0.0	0.0	0.0	1
NA19835	ASW	African	0.003549	26.0	0.0	1.0	0.0	2
NA19836	UNKNOWN	Other	0.00368	20.0	0.0	0.0	0.0	2
NA19900	ASW	African	0.001473	25.0	2.0	0.0	2.0	1
NA19901	ASW	African	0.006619	34.0	1.0	1.0	0.5	3
NA19902	UNKNOWN	Other	0.002971	39.0	3.0	1.0	1.5	2
NA19904	ASW	African	0.004747	27.0	0.0	4.0	0.0	2
NA19908	ASW	African	0.003761	20.0	1.0	1.0	0.5	2
NA19909	ASW	African	0.004894	31.0	0.0	1.0	0.0	3
NA19913	ASW	African	0.007144	32.0	0.0	5.0	0.0	3
NA19914	ASW	African	0.003734	28.0	0.0	0.0	0.0	2
NA19916	ASW	African	0.003995	58.0	0.0	1.0	0.0	2
NA19917	ASW	African	0.002147	27.0	2.0	1.0	1.0	1
NA19918	UNKNOWN	Other	0.002304	44.0	1.0	1.0	0.5	1
NA19919	UNKNOWN	Other	0.004481	18.0	0.0	1.0	0.0	2
NA19920	ASW	African	0.002917	37.0	0.0	2.0	0.0	2
NA19921	ASW	African	0.001248	30.0	0.0	4.0	0.0	1
NA19922	ASW	African	0.00302	25.0	2.0	0.0	2.0	2
NA19923	ASW	African	0.003003	43.0	0.0	1.0	0.0	2
NA19924	UNKNOWN	Other	0.004233	39.0	1.0	1.0	0.5	2
NA19982	ASW	African	0.004376	25.0	0.0	2.0	0.0	2
NA19983	UNKNOWN	Other	0.003613	14.0	0.0	2.0	0.0	2
NA19984	ASW	African	0.002396	35.0	0.0	1.0	0.0	2
NA20126	ASW	African	0.002627	18.0	0.0	2.0	0.0	2
NA20127	ASW	African	0.00228	17.0	0.0	0.0	0.0	1
NA20128	UNKNOWN	Other	0.002549	21.0	0.0	2.0	0.0	2
NA20129	UNKNOWN	Other	0.00454	27.0	0.0	2.0	0.0	2
NA20274	ASW	African	0.001723	15.0	0.0	0.0	0.0	1
NA20276	ASW	African	0.003664	22.0	1.0	2.0	0.3333	2
NA20278	ASW	African	0.002288	29.0	0.0	1.0	0.0	1
NA20279	UNKNOWN	Other	0.003015	25.0	1.0	0.0	1.0	2
NA20281	ASW	African	0.001299	41.0	0.0	1.0	0.0	1
NA20282	ASW	African	0.002486	30.0	1.0	0.0	1.0	2
NA20287	ASW	African	0.005029	42.0	0.0	1.0	0.0	3
NA20289	ASW	African	0.004904	22.0	0.0	1.0	0.0	3
NA20291	ASW	African	0.004285	31.0	1.0	3.0	0.25	2
NA20294	ASW	African	0.002957	25.0	0.0	0.0	0.0	2
NA20296	ASW	African	0.00134	27.0	0.0	0.0	0.0	1
NA20298	ASW	African	0.003846	34.0	0.0	3.0	0.0	2
NA20299	ASW	African	0.000399	25.0	0.0	0.0	0.0	1
NA20314	ASW	African	0.027359	5.0	0.0	1.0	0.0	4
NA20317	ASW	African	0.001649	30.0	1.0	3.0	0.25	1
NA20318	ASW	African	0.004877	24.0	0.0	3.0	0.0	2
NA20320	ASW	African	0.002801	33.0	0.0	1.0	0.0	2
NA20321	ASW	African	0.00301	43.0	3.0	3.0	0.75	2
NA20332	ASW	African	0.002834	28.0	0.0	1.0	0.0	2
NA20334	ASW	African	0.000869	8.0	1.0	0.0	1.0	1
NA20339	ASW	African	0.003107	29.0	0.0	1.0	0.0	2
NA20340	ASW	African	0.00351	27.0	0.0	1.0	0.0	2
NA20342	ASW	African	0.006697	34.0	0.0	0.0	0.0	3
NA20346	ASW	African	0.003649	23.0	1.0	2.0	0.3333	2
NA20348	ASW	African	0.004473	36.0	1.0	1.0	0.5	2
NA20351	ASW	African	0.000825	38.0	1.0	0.0	1.0	1
NA20355	ASW	African	0.002231	23.0	2.0	0.0	2.0	1
NA20356	ASW	African	0.00274	31.0	0.0	2.0	0.0	2
NA20357	ASW	African	0.001725	39.0	1.0	4.0	0.2	1
NA20358	UNKNOWN	Other	0.002258	33.0	1.0	4.0	0.2	1
NA20359	ASW	African	0.007331	34.0	0.0	0.0	0.0	3
NA20362	ASW	African	0.003808	38.0	0.0	3.0	0.0	2
NA20412	ASW	African	0.003312	28.0	0.0	0.0	0.0	2
NA20502	TSI	European	0.018579	30.0	0.0	1.0	0.0	4
NA20503	TSI	European	0.008217	15.0	0.0	1.0	0.0	3
NA20504	TSI	European	0.007417	6.0	0.0	0.0	0.0	3
NA20505	TSI	European	0.008456	26.0	0.0	1.0	0.0	3
NA20506	TSI	European	0.006525	10.0	0.0	1.0	0.0	3
NA20507	TSI	European	0.008071	11.0	0.0	0.0	0.0	3
NA20508	TSI	European	0.004516	9.0	0.0	0.0	0.0	2
NA20509	TSI	European	0.005892	17.0	0.0	0.0	0.0	3
NA20510	TSI	European	0.008043	20.0	0.0	2.0	0.0	3
NA20511	TSI	European	0.005187	14.0	0.0	0.0	0.0	3
NA20512	TSI	European	0.007807	10.0	0.0	1.0	0.0	3
NA20513	TSI	European	0.006107	18.0	0.0	0.0	0.0	3
NA20514	TSI	European	0.010157	13.0	0.0	0.0	0.0	4
NA20515	TSI	European	0.00778	19.0	0.0	1.0	0.0	3
NA20516	TSI	European	0.005417	16.0	0.0	2.0	0.0	3
NA20517	TSI	European	0.009011	7.0	0.0	1.0	0.0	4
NA20518	TSI	European	0.005163	14.0	1.0	0.0	1.0	3
NA20519	TSI	European	0.006034	12.0	0.0	2.0	0.0	3
NA20520	TSI	European	0.008237	19.0	0.0	0.0	0.0	3
NA20521	TSI	European	0.003968	15.0	1.0	0.0	1.0	2
NA20522	TSI	European	0.011063	10.0	0.0	1.0	0.0	4
NA20524	TSI	European	0.007267	18.0	0.0	0.0	0.0	3
NA20525	TSI	European	0.00525	17.0	0.0	0.0	0.0	3
NA20527	TSI	European	0.006391	8.0	0.0	0.0	0.0	3
NA20528	TSI	European	0.00666	10.0	0.0	0.0	0.0	3
NA20529	TSI	European	0.009652	15.0	0.0	0.0	0.0	4
NA20530	TSI	European	0.009474	11.0	0.0	0.0	0.0	4
NA20531	TSI	European	0.008314	11.0	0.0	0.0	0.0	3
NA20532	TSI	European	0.006031	16.0	0.0	0.0	0.0	3
NA20533	TSI	European	0.00493	12.0	0.0	3.0	0.0	3
NA20534	TSI	European	0.010303	29.0	0.0	0.0	0.0	4
NA20535	TSI	European	0.00597	10.0	0.0	0.0	0.0	3
NA20536	TSI	European	0.008062	15.0	0.0	2.0	0.0	3
NA20538	TSI	European	0.009245	25.0	2.0	1.0	1.0	4
NA20539	TSI	European	0.007462	12.0	0.0	0.0	0.0	3
NA20540	TSI	European	0.007711	13.0	0.0	0.0	0.0	3
NA20541	TSI	European	0.007716	16.0	0.0	0.0	0.0	3
NA20542	TSI	European	0.009333	19.0	0.0	0.0	0.0	4
NA20543	TSI	European	0.006382	16.0	0.0	0.0	0.0	3
NA20544	TSI	European	0.006137	12.0	0.0	2.0	0.0	3
NA20581	TSI	European	0.004031	17.0	0.0	1.0	0.0	2
NA20582	TSI	European	0.017329	17.0	1.0	0.0	1.0	4
NA20585	TSI	European	0.055069	12.0	0.0	3.0	0.0	4
NA20586	TSI	European	0.003652	23.0	0.0	0.0	0.0	2
NA20587	TSI	European	0.007409	15.0	0.0	1.0	0.0	3
NA20588	TSI	European	0.007046	10.0	0.0	0.0	0.0	3
NA20589	TSI	European	0.007356	7.0	0.0	0.0	0.0	3
NA20752	TSI	European	0.003828	12.0	1.0	1.0	0.5	2
NA20753	TSI	European	0.006729	21.0	0.0	0.0	0.0	3
NA20754	TSI	European	0.004578	14.0	0.0	0.0	0.0	2
NA20755	TSI	European	0.006669	12.0	1.0	0.0	1.0	3
NA20756	TSI	European	0.007459	24.0	0.0	1.0	0.0	3
NA20757	TSI	European	0.006252	18.0	0.0	2.0	0.0	3
NA20758	TSI	European	0.006114	16.0	0.0	0.0	0.0	3
NA20759	TSI	European	0.005063	20.0	0.0	0.0	0.0	3
NA20760	TSI	European	0.005139	12.0	0.0	1.0	0.0	3
NA20761	TSI	European	0.008791	7.0	0.0	0.0	0.0	4
NA20762	TSI	European	0.011795	18.0	0.0	0.0	0.0	4
NA20763	TSI	European	0.00776	14.0	0.0	0.0	0.0	3
NA20764	TSI	European	0.008386	8.0	0.0	0.0	0.0	3
NA20765	TSI	European	0.00442	14.0	0.0	0.0	0.0	2
NA20766	TSI	European	0.008955	9.0	0.0	1.0	0.0	4
NA20767	TSI	European	0.003217	19.0	0.0	0.0	0.0	2
NA20768	TSI	European	0.011065	12.0	0.0	0.0	0.0	4
NA20769	TSI	European	0.005599	21.0	0.0	1.0	0.0	3
NA20770	TSI	European	0.00634	11.0	0.0	1.0	0.0	3
NA20771	TSI	European	0.006891	13.0	0.0	0.0	0.0	3
NA20772	TSI	European	0.008355	18.0	0.0	1.0	0.0	3
NA20773	TSI	European	0.005479	16.0	0.0	0.0	0.0	3
NA20774	TSI	European	0.004369	11.0	1.0	1.0	0.5	2
NA20775	TSI	European	0.003924	15.0	0.0	0.0	0.0	2
NA20778	TSI	European	0.003934	12.0	0.0	0.0	0.0	2
NA20783	TSI	European	0.005253	8.0	0.0	2.0	0.0	3
NA20785	TSI	European	0.002391	16.0	0.0	2.0	0.0	2
NA20786	TSI	European	0.004258	16.0	1.0	0.0	1.0	2
NA20787	TSI	European	0.003287	13.0	1.0	1.0	0.5	2
NA20790	TSI	European	0.006872	16.0	0.0	0.0	0.0	3
NA20792	TSI	European	0.001977	23.0	0.0	0.0	0.0	1
NA20795	TSI	European	0.002776	15.0	1.0	0.0	1.0	2
NA20796	TSI	European	0.004807	11.0	0.0	0.0	0.0	2
NA20797	TSI	European	0.002314	25.0	1.0	2.0	0.3333	1
NA20798	TSI	European	0.001081	20.0	0.0	1.0	0.0	1
NA20799	TSI	European	0.003685	14.0	0.0	2.0	0.0	2
NA20800	TSI	European	0.000733	12.0	0.0	1.0	0.0	1
NA20801	TSI	European	0.001949	15.0	1.0	1.0	0.5	1
NA20802	TSI	European	0.003366	16.0	0.0	0.0	0.0	2
NA20803	TSI	European	0.001622	12.0	0.0	1.0	0.0	1
NA20804	TSI	European	0.001184	14.0	0.0	1.0	0.0	1
NA20805	TSI	European	0.001584	12.0	0.0	0.0	0.0	1
NA20806	TSI	European	0.001819	16.0	0.0	0.0	0.0	1
NA20807	TSI	European	0.001631	13.0	1.0	0.0	1.0	1
NA20808	TSI	European	0.001318	12.0	0.0	1.0	0.0	1
NA20809	TSI	European	0.001601	12.0	0.0	1.0	0.0	1
NA20810	TSI	European	0.00117	15.0	0.0	1.0	0.0	1
NA20811	TSI	European	0.001216	13.0	2.0	0.0	2.0	1
NA20812	TSI	European	0.003238	19.0	0.0	1.0	0.0	2
NA20813	TSI	European	0.002055	13.0	1.0	0.0	1.0	1
NA20814	TSI	European	0.002551	15.0	0.0	1.0	0.0	2
NA20815	TSI	European	0.000828	14.0	0.0	0.0	0.0	1
NA20818	TSI	European	0.001302	11.0	0.0	0.0	0.0	1
NA20819	TSI	European	0.005464	15.0	0.0	2.0	0.0	3
NA20821	TSI	European	0.000357	9.0	0.0	0.0	0.0	1
NA20822	TSI	European	0.001872	14.0	0.0	3.0	0.0	1
NA20826	TSI	European	0.004877	13.0	0.0	0.0	0.0	2
NA20827	TSI	European	0.002775	15.0	0.0	0.0	0.0	2
NA20828	TSI	European	0.00088	18.0	0.0	1.0	0.0	1
NA20832	TSI	European	0.000348	22.0	0.0	0.0	0.0	1
